payment_id,invoice_id,payment_date,payment_method,payment_amount,payment_status
PAY0001610,INV003326,09-03-2025,ACH,236994.22,FAILED
PAY0001611,INV003938,22-02-2025,CASH,210881.56,SUCCESS
PAY0001612,INV002545,27-04-2025,WIRE,223915.1,
PAY0001613,INV003803,19-11-2024,WIRE,479147.18,FAILED
PAY0001614,INV000486,05-12-2025,WIRE,487773.23,FAILED
PAY0001615,INV002568,20-01-2025,CASH,563467.19,SUCCESS
PAY0001616,INV003383,22-05-2025,CHEQUE,64514.38,SUCCESS
PAY0001617,INV000399,09-07-2024,CHEQUE,965.08,
PAY0001618,INV003293,08-09-2025,CASH,100926.5,FAILED
PAY0001619,INV003572,22-04-2025,CASH,85173.47,SUCCESS
PAY0001620,INV001711,03-07-2025,CASH,209955.85,SUCCESS
PAY0001621,INV003473,05-10-2024,WIRE,216125.8,SUCCESS
PAY0001622,INV003778,01-01-2026,CHEQUE,501607.56,SUCCESS
PAY0001623,INV001513,19-07-2024,CASH,438424.1,SUCCESS
PAY0001624,INV002373,11-07-2024,CASH,155201.63,FAILED
PAY0001625,INV003257,23-03-2024,CASH,595770.19,SUCCESS
PAY0001626,INV002663,24-11-2025,CHEQUE,324037.64,SUCCESS
PAY0001627,INV002558,27-10-2024,CHEQUE,368340.58,FAILED
PAY0001628,INV003089,23-05-2025,CHEQUE,256580.16,FAILED
PAY0001629,INV000368,24-02-2025,CHEQUE,253445.74,FAILED
PAY0001630,INV001552,05-11-2024,ACH,547301.3,SUCCESS
PAY0001631,INV003222,26-09-2025,CASH,16783.32,SUCCESS
PAY0001632,INV000757,03-07-2025,CHEQUE,402283.95,
PAY0001633,INV001981,27-08-2024,CHEQUE,62170.11,FAILED
PAY0001634,INV000518,17-07-2024,CASH,458838.97,
PAY0001635,INV002890,22-01-2025,CHEQUE,79270.85,
PAY0001636,INV000564,19-03-2024,WIRE,407102.98,
PAY0001637,INV000659,16-04-2025,ACH,57541.5,SUCCESS
PAY0001638,INV002713,27-04-2025,WIRE,397416.16,SUCCESS
PAY0001639,INV001431,10-12-2024,ACH,22828.12,
PAY0001640,INV000520,23-07-2025,WIRE,173219.02,
PAY0001641,INV001698,09-04-2024,WIRE,324900.27,
PAY0001642,INV000710,22-01-2026,CHEQUE,141132.46,FAILED
PAY0001643,INV002029,31-12-2024,WIRE,351515.81,FAILED
PAY0001644,INV003610,21-03-2025,CHEQUE,389806.06,FAILED
PAY0001645,INV000290,12-04-2024,CASH,39490.83,SUCCESS
PAY0001646,INV002665,20-06-2025,ACH,563637.4,FAILED
PAY0001647,INV003793,11-05-2025,WIRE,260161.16,SUCCESS
PAY0001648,INV001607,27-09-2024,CASH,562266.34,
PAY0001649,INV002081,01-05-2024,CASH,160392.26,SUCCESS
PAY0001650,INV000657,14-06-2025,ACH,526148.52,SUCCESS
PAY0001651,INV003769,09-01-2025,CHEQUE,182022.03,FAILED
PAY0001652,INV001638,04-09-2025,WIRE,53791.1,
PAY0001653,INV002990,03-07-2025,CHEQUE,180436.38,
PAY0001654,INV001508,05-12-2025,CASH,489790.3,
PAY0001655,INV003939,01-09-2025,WIRE,264095.21,SUCCESS
PAY0001656,INV001207,06-01-2025,CHEQUE,385820.55,FAILED
PAY0001657,INV002663,22-11-2024,WIRE,217405.53,SUCCESS
PAY0001658,INV001582,26-10-2025,WIRE,153861.79,SUCCESS
PAY0001659,INV002816,19-07-2024,ACH,43527.08,SUCCESS
PAY0001660,INV000620,19-03-2024,WIRE,502628.77,
PAY0001661,INV000450,27-07-2025,CASH,481501.44,SUCCESS
PAY0001662,INV001236,11-08-2025,WIRE,548668.07,FAILED
PAY0001663,INV003421,26-02-2024,WIRE,5718.09,SUCCESS
PAY0001664,INV003787,13-11-2025,CASH,75875.57,SUCCESS
PAY0001665,INV001911,31-12-2025,CASH,307011.37,FAILED
PAY0001666,INV000290,16-06-2024,CASH,526269.51,FAILED
PAY0001667,INV003047,20-07-2024,WIRE,384121.56,FAILED
PAY0001668,INV001180,24-08-2024,WIRE,598803.17,SUCCESS
PAY0001669,INV001379,14-12-2024,CHEQUE,573687.08,FAILED
PAY0001670,INV000423,15-12-2024,ACH,301077.26,SUCCESS
PAY0001671,INV001976,31-12-2025,ACH,372859.79,SUCCESS
PAY0001672,INV003661,21-08-2024,WIRE,65198.03,FAILED
PAY0001673,INV003853,25-07-2024,CASH,484328.53,FAILED
PAY0001674,INV003322,03-04-2025,CASH,96534.51,FAILED
PAY0001675,INV002150,18-12-2025,ACH,476959.55,FAILED
PAY0001676,INV003262,07-07-2024,CHEQUE,296674.52,
PAY0001677,INV002259,20-05-2024,CHEQUE,372727.42,SUCCESS
PAY0001678,INV000845,30-11-2024,CASH,210367.49,
PAY0001679,INV003162,14-05-2025,ACH,133377.58,FAILED
PAY0001680,INV003226,15-10-2025,ACH,467390.44,SUCCESS
PAY0001681,INV002246,23-01-2025,WIRE,300772.19,SUCCESS
PAY0001682,INV001628,12-05-2024,CHEQUE,229325.64,FAILED
PAY0001683,INV003138,29-11-2024,CHEQUE,258860.61,
PAY0001684,INV002736,12-03-2024,ACH,449980,
PAY0001685,INV003347,19-02-2024,ACH,185276.81,FAILED
PAY0001686,INV001666,14-03-2025,WIRE,282925.02,FAILED
PAY0001687,INV001921,06-05-2025,CASH,213227.71,
PAY0001688,INV000299,03-01-2026,ACH,54876.69,
PAY0001689,INV001141,09-02-2025,CASH,111765.2,FAILED
PAY0001690,INV002685,27-01-2024,CASH,573116.41,SUCCESS
PAY0001691,INV000890,16-05-2024,CASH,489757.78,FAILED
PAY0001692,INV000605,23-01-2026,CHEQUE,492460.04,
PAY0001693,INV001129,05-08-2025,CHEQUE,278521.89,SUCCESS
PAY0001694,INV003228,20-06-2024,CASH,80232.95,FAILED
PAY0001695,INV001321,03-05-2025,CASH,233266.74,
PAY0001696,INV002394,24-04-2025,CASH,186839.63,SUCCESS
PAY0001697,INV002558,09-08-2025,CHEQUE,316631.8,SUCCESS
PAY0001698,INV002763,07-11-2025,ACH,430261.55,FAILED
PAY0001699,INV003082,04-02-2025,ACH,369818.77,FAILED
PAY0001700,INV000124,09-01-2025,WIRE,186450.89,FAILED
PAY0001701,INV002018,25-10-2024,WIRE,218043.39,
PAY0001702,INV003032,04-01-2025,CASH,296923.2,SUCCESS
PAY0001703,INV002357,21-11-2025,CHEQUE,556150.83,FAILED
PAY0001704,INV001345,25-05-2024,CHEQUE,597969.38,
PAY0001705,INV001609,29-01-2024,WIRE,157316.88,
PAY0001706,INV003658,18-03-2025,CASH,271672.83,FAILED
PAY0001707,INV000346,16-09-2024,CHEQUE,60969.41,SUCCESS
PAY0001708,INV003764,02-06-2025,CASH,150474.66,SUCCESS
PAY0001709,INV001334,21-04-2024,ACH,578126.16,SUCCESS
PAY0001710,INV002450,27-12-2024,ACH,505446.2,SUCCESS
PAY0001711,INV001895,25-08-2024,CASH,351782.92,FAILED
PAY0001712,INV000781,13-12-2025,WIRE,194670.74,FAILED
PAY0001713,INV000740,26-06-2025,WIRE,305564.81,FAILED
PAY0001714,INV001382,18-08-2024,ACH,76773.22,FAILED
PAY0001715,INV000378,24-11-2024,CASH,370426.73,FAILED
PAY0001716,INV003323,02-12-2025,CHEQUE,343206.27,SUCCESS
PAY0001717,INV002619,29-11-2024,CHEQUE,206472.88,SUCCESS
PAY0001718,INV000681,15-03-2024,CASH,425349.58,
PAY0001719,INV003258,27-10-2024,WIRE,309877.6,SUCCESS
PAY0001720,INV001452,13-08-2025,CHEQUE,471410.69,FAILED
PAY0001721,INV000209,09-02-2025,WIRE,424290.73,FAILED
PAY0001722,INV003795,11-04-2025,CASH,577263.43,
PAY0001723,INV000019,20-01-2025,ACH,486257.44,FAILED
PAY0001724,INV002675,29-08-2024,ACH,13963.23,FAILED
PAY0001725,INV003017,10-12-2024,CASH,388143.59,SUCCESS
PAY0001726,INV003768,17-04-2024,CASH,514112.11,SUCCESS
PAY0001727,INV003161,27-01-2025,CASH,244293.36,
PAY0001728,INV003564,21-10-2024,ACH,265416.71,
PAY0001729,INV000653,18-07-2025,ACH,555278.11,FAILED
PAY0001730,INV001003,11-11-2025,WIRE,10797.4,
PAY0001731,INV001663,29-01-2024,CASH,544590.16,FAILED
PAY0001732,INV003913,21-04-2024,CHEQUE,26961.77,FAILED
PAY0001733,INV003154,27-06-2025,CHEQUE,322933.66,
PAY0001734,INV002960,30-07-2024,WIRE,576612.24,FAILED
PAY0001735,INV003539,13-11-2024,ACH,558854.06,FAILED
PAY0001736,INV000885,17-12-2024,ACH,503720.13,SUCCESS
PAY0001737,INV000553,13-04-2024,CASH,290690.03,SUCCESS
PAY0001738,INV003098,24-12-2025,CASH,453220.79,FAILED
PAY0001739,INV002781,14-06-2025,ACH,406351.32,
PAY0001740,INV002476,26-12-2025,CHEQUE,112782.26,
PAY0001741,INV002789,09-01-2026,CASH,95186.1,SUCCESS
PAY0001742,INV001890,17-08-2025,CHEQUE,300176.45,SUCCESS
PAY0001743,INV001118,21-11-2024,WIRE,415835.83,FAILED
PAY0001744,INV003411,15-03-2025,WIRE,434179.49,
PAY0001745,INV000033,29-05-2025,CHEQUE,127842.01,FAILED
PAY0001746,INV003625,02-03-2024,CHEQUE,264158.94,FAILED
PAY0001747,INV002503,04-09-2025,CHEQUE,329490.25,
PAY0001748,INV003529,06-08-2024,CASH,202365.69,
PAY0001749,INV001108,04-08-2025,WIRE,289249.67,
PAY0001750,INV002561,15-03-2025,ACH,107210.93,
PAY0001751,INV001214,03-09-2024,CHEQUE,225019.74,
PAY0001752,INV002096,15-06-2025,ACH,85284.2,
PAY0001753,INV000268,11-05-2024,CASH,51360.08,SUCCESS
PAY0001754,INV002248,25-02-2024,ACH,84958.4,
PAY0001755,INV000491,21-07-2025,CHEQUE,32724.78,SUCCESS
PAY0001756,INV001053,20-06-2025,CASH,273938.85,
PAY0001757,INV002589,19-05-2024,ACH,125838.99,FAILED
PAY0001758,INV003190,25-11-2024,ACH,213643.5,
PAY0001759,INV003482,30-09-2025,CHEQUE,204044.05,
PAY0001760,INV000133,01-09-2024,CASH,292353.13,
PAY0001761,INV000387,08-08-2024,ACH,301593.71,SUCCESS
PAY0001762,INV003075,12-05-2024,ACH,413874.19,SUCCESS
PAY0001763,INV003553,13-01-2026,WIRE,366879.65,
PAY0001764,INV002047,30-05-2025,CASH,402579.17,FAILED
PAY0001765,INV001292,27-09-2025,ACH,532776.34,FAILED
PAY0001766,INV001548,16-04-2025,CASH,146982.73,
PAY0001767,INV002749,10-01-2025,ACH,543057.04,SUCCESS
PAY0001768,INV000742,19-01-2025,CASH,4294.25,FAILED
PAY0001769,INV003818,06-12-2024,CASH,298983.93,FAILED
PAY0001770,INV000968,25-09-2024,WIRE,319021.61,FAILED
PAY0001771,INV000739,14-04-2024,CHEQUE,544641.56,FAILED
PAY0001772,INV003403,29-05-2025,CASH,22432.52,SUCCESS
PAY0001773,INV000870,13-03-2024,CASH,323037.02,
PAY0001774,INV000219,01-05-2024,CHEQUE,521704.01,SUCCESS
PAY0001775,INV001586,18-08-2025,ACH,84018.83,SUCCESS
PAY0001776,INV000360,20-04-2025,CHEQUE,488053.03,FAILED
PAY0001777,INV000292,10-11-2024,ACH,42712.63,
PAY0001778,INV002402,19-09-2024,WIRE,440049.53,
PAY0001779,INV000746,06-03-2024,CASH,405740.58,SUCCESS
PAY0001780,INV000426,05-11-2024,CHEQUE,437571.99,
PAY0001781,INV002683,26-09-2024,CHEQUE,488560.69,SUCCESS
PAY0001782,INV002641,18-01-2025,CASH,552492.02,
PAY0001783,INV001307,15-07-2025,WIRE,69980.65,FAILED
PAY0001784,INV002866,03-05-2024,WIRE,504139.86,SUCCESS
PAY0001785,INV000742,31-01-2025,ACH,54381.71,
PAY0001786,INV003197,03-09-2025,ACH,60006.65,
PAY0001787,INV003040,23-12-2025,WIRE,341194.45,FAILED
PAY0001788,INV000287,21-06-2024,ACH,185595.83,
PAY0001789,INV000633,04-01-2026,WIRE,571627.75,
PAY0001790,INV002951,23-12-2024,CHEQUE,445719.43,FAILED
PAY0001791,INV003008,13-01-2025,CASH,470136.69,SUCCESS
PAY0001792,INV003163,02-05-2024,WIRE,245311.08,FAILED
PAY0001793,INV000598,09-09-2024,CASH,528556.32,
PAY0001794,INV000196,24-01-2025,WIRE,249147.17,FAILED
PAY0001795,INV002264,18-11-2024,CHEQUE,510456.93,FAILED
PAY0001796,INV000796,29-01-2025,ACH,409505.82,FAILED
PAY0001797,INV001181,04-05-2024,WIRE,442463.51,SUCCESS
PAY0001798,INV001770,20-03-2024,WIRE,239257.05,FAILED
PAY0001799,INV002075,08-12-2024,WIRE,451311.18,FAILED
PAY0001800,INV002564,04-12-2025,WIRE,498108.14,
PAY0001801,INV003976,15-07-2025,CHEQUE,410258.41,SUCCESS
PAY0001802,INV001845,21-08-2025,CASH,108333.04,
PAY0001803,INV001789,03-07-2024,ACH,557142.07,
PAY0001804,INV000761,16-06-2025,ACH,433226.47,FAILED
PAY0001805,INV003060,28-03-2024,CASH,287865.9,
PAY0001806,INV001233,23-01-2026,CHEQUE,249568.96,
PAY0001807,INV001803,20-05-2025,ACH,83334.44,FAILED
PAY0001808,INV000997,03-09-2025,WIRE,395068.97,FAILED
PAY0001809,INV002974,06-02-2025,CASH,267123.25,
PAY0001810,INV001033,01-02-2025,WIRE,564159.71,SUCCESS
PAY0001811,INV002600,22-02-2025,CHEQUE,277993.37,
PAY0001812,INV003574,24-07-2025,CASH,546322.76,
PAY0001813,INV002451,21-04-2024,CHEQUE,113830.25,
PAY0001814,INV001540,17-01-2026,WIRE,265693.21,SUCCESS
PAY0001815,INV000598,15-09-2024,CHEQUE,541515.11,SUCCESS
PAY0001816,INV002253,09-10-2024,CHEQUE,402336.04,FAILED
PAY0001817,INV001470,16-09-2024,ACH,526966.53,
PAY0001818,INV001422,19-02-2025,CASH,103653.94,
PAY0001819,INV001220,20-11-2024,CASH,74116.37,SUCCESS
PAY0001820,INV000769,21-03-2024,WIRE,483473.48,FAILED
PAY0001821,INV002588,23-03-2025,ACH,273223.51,SUCCESS
PAY0001822,INV003697,23-07-2024,CHEQUE,429843.91,FAILED
PAY0001823,INV002634,04-05-2025,ACH,227285.86,
PAY0001824,INV001648,08-08-2024,WIRE,525047,SUCCESS
PAY0001825,INV002981,04-08-2025,CASH,188550.09,FAILED
PAY0001826,INV002834,04-06-2025,CASH,200991.49,SUCCESS
PAY0001827,INV000660,13-05-2025,WIRE,272873.52,SUCCESS
PAY0001828,INV001691,13-10-2024,CASH,295788.64,FAILED
PAY0001829,INV003486,21-05-2025,WIRE,306446.9,SUCCESS
PAY0001830,INV000047,24-02-2025,WIRE,238692.16,
PAY0001831,INV002741,05-02-2025,CASH,300885.88,FAILED
PAY0001832,INV000514,01-03-2024,CASH,527484.04,SUCCESS
PAY0001833,INV003798,09-05-2025,ACH,261670.95,
PAY0001834,INV003508,21-07-2025,WIRE,584741.91,FAILED
PAY0001835,INV001396,14-07-2024,CASH,217660.3,SUCCESS
PAY0001836,INV001907,18-11-2024,ACH,329546.54,
PAY0001837,INV000461,21-08-2025,CHEQUE,404118.48,
PAY0001838,INV001247,23-03-2024,CASH,227403.71,
PAY0001839,INV000972,06-04-2024,WIRE,93844.76,FAILED
PAY0001840,INV000238,27-06-2025,CHEQUE,243719.9,
PAY0001841,INV001745,16-09-2025,CASH,406648.37,SUCCESS
PAY0001842,INV003600,13-04-2025,CASH,528493.5,FAILED
PAY0001843,INV000298,03-01-2025,WIRE,156930.64,FAILED
PAY0001844,INV000213,20-07-2025,CHEQUE,530242.26,
PAY0001845,INV002360,10-07-2025,WIRE,89968.28,
PAY0001846,INV003722,27-10-2024,ACH,256957.08,SUCCESS
PAY0001847,INV003153,06-10-2025,ACH,87422.62,SUCCESS
PAY0001848,INV003680,10-03-2025,ACH,363657.61,
PAY0001849,INV003302,15-12-2024,WIRE,470591.41,SUCCESS
PAY0001850,INV000871,07-04-2024,CHEQUE,290952.03,
PAY0001851,INV003387,12-01-2025,WIRE,563208.63,FAILED
PAY0001852,INV002008,15-05-2024,ACH,322471.84,FAILED
PAY0001853,INV001587,03-06-2024,CASH,206257.52,
PAY0001854,INV001766,23-04-2024,CHEQUE,125093.36,FAILED
PAY0001855,INV001874,31-07-2024,WIRE,144638.91,
PAY0001856,INV003553,04-08-2025,ACH,288064.42,
PAY0001857,INV003913,25-11-2025,WIRE,177444.77,
PAY0001858,INV000971,11-10-2025,CASH,404139.25,SUCCESS
PAY0001859,INV001405,06-10-2024,ACH,7358.03,
PAY0001860,INV000787,08-06-2024,ACH,495399.41,SUCCESS
PAY0001861,INV003707,18-06-2024,WIRE,175099.78,FAILED
PAY0001862,INV003762,06-10-2024,WIRE,209621.06,SUCCESS
PAY0001863,INV003922,12-02-2025,ACH,526333.23,SUCCESS
PAY0001864,INV000987,31-10-2025,ACH,444531.09,SUCCESS
PAY0001865,INV001216,19-12-2024,WIRE,141236.47,SUCCESS
PAY0001866,INV001253,13-04-2025,ACH,268937.55,FAILED
PAY0001867,INV001513,18-01-2026,CASH,386561.69,FAILED
PAY0001868,INV003182,18-02-2025,ACH,341392.05,FAILED
PAY0001869,INV000073,07-09-2025,WIRE,342193.69,SUCCESS
PAY0001870,INV002035,14-12-2025,CHEQUE,592464.78,FAILED
PAY0001871,INV002904,02-09-2025,ACH,292713.8,FAILED
PAY0001872,INV002429,05-12-2025,CHEQUE,542151.83,FAILED
PAY0001873,INV002473,17-10-2025,ACH,509598.82,FAILED
PAY0001874,INV002746,25-06-2024,WIRE,48937.03,
PAY0001875,INV000618,10-05-2024,CHEQUE,391503.14,FAILED
PAY0001876,INV001455,17-10-2025,CHEQUE,289943.74,
PAY0001877,INV002584,30-04-2025,CASH,122536.26,FAILED
PAY0001878,INV000492,19-12-2024,WIRE,359990.92,FAILED
PAY0001879,INV000485,06-03-2024,CASH,17449.63,
PAY0001880,INV001867,19-07-2024,WIRE,249202.96,SUCCESS
PAY0001881,INV002164,09-10-2025,WIRE,280120.92,SUCCESS
PAY0001882,INV003287,03-03-2024,CASH,236655.01,SUCCESS
PAY0001883,INV001341,07-10-2024,ACH,172002.92,
PAY0001884,INV003966,12-03-2024,WIRE,256234.56,FAILED
PAY0001885,INV001350,22-06-2025,ACH,481617.84,
PAY0001886,INV002228,16-12-2024,CHEQUE,188107.23,FAILED
PAY0001887,INV000665,28-06-2024,CASH,79250.12,FAILED
PAY0001888,INV002620,26-08-2025,CASH,206826.37,SUCCESS
PAY0001889,INV003244,11-02-2025,CASH,377637.49,
PAY0001890,INV002821,30-12-2024,ACH,396168.47,SUCCESS
PAY0001891,INV001157,28-12-2024,ACH,597576.83,
PAY0001892,INV000688,19-05-2024,ACH,578971.68,
PAY0001893,INV003401,21-10-2024,ACH,219667.45,
PAY0001894,INV002996,22-05-2024,CASH,319766.02,
PAY0001895,INV001318,20-06-2024,WIRE,227084.75,SUCCESS
PAY0001896,INV000495,21-12-2025,WIRE,240615.71,FAILED
PAY0001897,INV002155,09-11-2024,CASH,211663.55,SUCCESS
PAY0001898,INV001419,13-09-2025,WIRE,141947.52,FAILED
PAY0001899,INV001516,24-01-2025,WIRE,480713.88,
PAY0001900,INV002776,11-02-2025,WIRE,403927.35,
PAY0001901,INV002759,22-04-2024,WIRE,249016.32,
PAY0001902,INV000122,12-06-2025,CHEQUE,253463.06,
PAY0001903,INV003120,03-10-2024,CASH,287511.81,SUCCESS
PAY0001904,INV002620,18-04-2024,WIRE,111867.83,FAILED
PAY0001905,INV000073,29-07-2024,WIRE,322072.73,FAILED
PAY0001906,INV003004,22-02-2024,ACH,323504.1,SUCCESS
PAY0001907,INV003705,16-03-2025,CASH,585645.19,
PAY0001908,INV002495,26-02-2025,ACH,295919.91,SUCCESS
PAY0001909,INV003189,20-05-2025,ACH,252557.23,
PAY0001910,INV003894,19-08-2024,WIRE,7065.87,
PAY0001911,INV002541,07-01-2026,CASH,397167.11,FAILED
PAY0001912,INV000692,31-10-2025,WIRE,345454.78,FAILED
PAY0001913,INV000811,05-11-2024,WIRE,412561.45,
PAY0001914,INV003627,23-09-2024,WIRE,258658.2,SUCCESS
PAY0001915,INV001717,11-05-2025,WIRE,17753.42,FAILED
PAY0001916,INV000755,04-11-2025,WIRE,195306.8,FAILED
PAY0001917,INV001933,23-10-2024,WIRE,11257.3,SUCCESS
PAY0001918,INV001354,20-03-2024,CASH,525708.44,FAILED
PAY0001919,INV003712,19-12-2024,WIRE,539747.88,SUCCESS
PAY0001920,INV000216,27-09-2024,CHEQUE,563081.72,
PAY0001921,INV001495,27-01-2024,WIRE,391239.32,SUCCESS
PAY0001922,INV003071,16-05-2024,CASH,565569.62,
PAY0001923,INV000049,28-01-2024,WIRE,391130.27,SUCCESS
PAY0001924,INV002415,30-09-2025,CHEQUE,85861.24,SUCCESS
PAY0001925,INV001456,31-07-2024,CHEQUE,397975.16,SUCCESS
PAY0001926,INV002648,17-07-2024,ACH,153866.33,SUCCESS
PAY0001927,INV002812,25-08-2025,ACH,103651.19,SUCCESS
PAY0001928,INV003780,08-04-2024,ACH,405959.45,SUCCESS
PAY0001929,INV003258,21-11-2025,WIRE,83772.16,
PAY0001930,INV002694,07-07-2024,ACH,146935.92,SUCCESS
PAY0001931,INV000894,29-06-2025,CASH,377016.62,SUCCESS
PAY0001932,INV000554,15-09-2024,ACH,589156.92,FAILED
PAY0001933,INV003007,25-05-2024,WIRE,534393.09,
PAY0001934,INV002760,20-11-2025,CASH,568642.24,FAILED
PAY0001935,INV001222,17-11-2024,CASH,540126.27,SUCCESS
PAY0001936,INV000049,04-03-2025,WIRE,71729.31,SUCCESS
PAY0001937,INV003440,19-02-2024,CASH,545545.83,
PAY0001938,INV002279,09-06-2025,WIRE,484139.18,
PAY0001939,INV001999,08-02-2024,CASH,494776.17,FAILED
PAY0001940,INV002162,16-08-2025,CHEQUE,203065.79,SUCCESS
PAY0001941,INV001189,24-07-2024,ACH,437204.71,FAILED
PAY0001942,INV002778,16-03-2024,CASH,306916.32,SUCCESS
PAY0001943,INV001867,22-02-2025,WIRE,468405.54,
PAY0001944,INV000302,28-06-2025,WIRE,118722.63,
PAY0001945,INV001634,26-03-2025,WIRE,121968.94,SUCCESS
PAY0001946,INV001970,25-12-2025,CHEQUE,13451.84,SUCCESS
PAY0001947,INV001282,14-09-2025,WIRE,131636.18,
PAY0001948,INV003807,06-02-2025,CHEQUE,57608.01,SUCCESS
PAY0001949,INV001619,27-12-2025,ACH,479542.95,
PAY0001950,INV002705,13-05-2024,CASH,333381.86,FAILED
PAY0001951,INV003553,02-12-2024,CHEQUE,407942.6,FAILED
PAY0001952,INV002561,14-07-2024,ACH,246915.18,SUCCESS
PAY0001953,INV001439,11-05-2025,ACH,6708.56,FAILED
PAY0001954,INV002713,01-01-2026,ACH,483976.86,SUCCESS
PAY0001955,INV000692,22-06-2025,CASH,501208.75,SUCCESS
PAY0001956,INV003788,08-09-2025,ACH,240274.59,
PAY0001957,INV002494,26-06-2025,ACH,565746.95,FAILED
PAY0001958,INV000553,12-09-2024,CASH,14657.37,SUCCESS
PAY0001959,INV002476,15-08-2024,CHEQUE,446759.7,SUCCESS
PAY0001960,INV002407,19-09-2024,CASH,197507.07,SUCCESS
PAY0001961,INV000016,07-12-2024,ACH,340702.88,
PAY0001962,INV002583,30-06-2024,CHEQUE,590279.86,
PAY0001963,INV003189,11-12-2024,CASH,210535.44,FAILED
PAY0001964,INV003498,24-02-2025,CHEQUE,378613.82,FAILED
PAY0001965,INV003677,04-09-2025,CHEQUE,363425.4,
PAY0001966,INV003868,23-03-2024,WIRE,454940.77,FAILED
PAY0001967,INV000263,17-10-2024,ACH,525651.26,SUCCESS
PAY0001968,INV000911,25-08-2025,ACH,535514.73,SUCCESS
PAY0001969,INV003215,26-09-2024,CHEQUE,178207.43,
PAY0001970,INV000683,04-11-2025,WIRE,126422.84,FAILED
PAY0001971,INV003017,22-09-2025,ACH,129757.78,SUCCESS
PAY0001972,INV003157,04-02-2024,ACH,526879.8,SUCCESS
PAY0001973,INV003135,20-07-2024,WIRE,530297.05,
PAY0001974,INV000207,24-12-2025,CHEQUE,438925.03,SUCCESS
PAY0001975,INV002545,08-06-2025,CHEQUE,224604.15,SUCCESS
PAY0001976,INV000119,27-04-2024,ACH,357336.21,
PAY0001977,INV000008,18-08-2025,CHEQUE,522363.41,FAILED
PAY0001978,INV002631,12-01-2025,ACH,14860.35,SUCCESS
PAY0001979,INV003154,12-05-2024,CASH,212684.86,SUCCESS
PAY0001980,INV000082,21-12-2025,ACH,194676.42,FAILED
PAY0001981,INV002434,21-04-2025,ACH,49367.95,FAILED
PAY0001982,INV000029,09-11-2024,CASH,423499.63,SUCCESS
PAY0001983,INV003343,02-05-2025,WIRE,158670.89,
PAY0001984,INV001966,30-01-2025,CHEQUE,180304.81,FAILED
PAY0001985,INV003488,22-05-2024,ACH,3203.67,SUCCESS
PAY0001986,INV003994,14-04-2025,CHEQUE,369129.89,SUCCESS
PAY0001987,INV003866,15-06-2025,CASH,247599.42,SUCCESS
PAY0001988,INV000144,18-07-2024,CASH,228554.03,SUCCESS
PAY0001989,INV003811,23-06-2025,ACH,194509.19,FAILED
PAY0001990,INV002691,05-08-2024,ACH,363938.61,FAILED
PAY0001991,INV001990,24-03-2025,CHEQUE,329154.19,SUCCESS
PAY0001992,INV000949,29-12-2024,WIRE,163833.31,SUCCESS
PAY0001993,INV000947,22-07-2024,CASH,216820.05,FAILED
PAY0001994,INV002523,26-09-2024,CHEQUE,36632.41,FAILED
PAY0001995,INV001017,09-01-2026,WIRE,501441.98,SUCCESS
PAY0001996,INV000417,08-06-2025,ACH,353171.49,
PAY0001997,INV001932,05-12-2025,CHEQUE,96215.8,
PAY0001998,INV001508,29-08-2025,ACH,425902.29,SUCCESS
PAY0001999,INV002952,22-09-2025,CASH,61087.69,
PAY0002000,INV001047,01-11-2025,ACH,320947.77,FAILED
PAY0002001,INV000049,03-03-2024,CHEQUE,246365.93,SUCCESS
PAY0002002,INV002056,10-08-2025,WIRE,109013.53,
PAY0002003,INV003187,11-09-2024,CHEQUE,88293.29,SUCCESS
PAY0002004,INV003111,06-08-2024,WIRE,28359.33,FAILED
PAY0002005,INV002629,11-04-2024,WIRE,241882.25,
PAY0002006,INV003644,09-01-2025,CHEQUE,425169.98,FAILED
PAY0002007,INV001442,25-04-2024,CASH,156267.33,FAILED
PAY0002008,INV003390,23-11-2024,WIRE,112164.65,SUCCESS
PAY0002009,INV003815,21-08-2024,WIRE,310152.64,SUCCESS
PAY0002010,INV000979,08-06-2025,CHEQUE,436304.2,
PAY0002011,INV002732,27-06-2025,CHEQUE,97960.03,SUCCESS
PAY0002012,INV002734,29-06-2024,CHEQUE,370231.36,SUCCESS
PAY0002013,INV000554,24-02-2025,WIRE,246506.58,
PAY0002014,INV002844,10-04-2024,WIRE,543143.64,
PAY0002015,INV000285,20-10-2025,ACH,204845.64,FAILED
PAY0002016,INV000836,14-09-2024,CASH,516191.69,SUCCESS
PAY0002017,INV001108,11-10-2025,CHEQUE,259071.72,SUCCESS
PAY0002018,INV003918,06-07-2024,CASH,199469.14,FAILED
PAY0002019,INV000499,30-01-2024,CHEQUE,398972.51,
PAY0002020,INV001846,20-07-2024,ACH,492004.03,SUCCESS
PAY0002021,INV001385,10-12-2025,CHEQUE,510330.04,FAILED
PAY0002022,INV000542,06-04-2024,CASH,167611.44,
PAY0002023,INV002251,04-12-2024,CHEQUE,272674.31,
PAY0002024,INV002794,11-07-2025,ACH,279777.65,FAILED
PAY0002025,INV002372,10-08-2025,CHEQUE,554462.49,FAILED
PAY0002026,INV001548,14-01-2025,WIRE,269317.93,FAILED
PAY0002027,INV000928,20-07-2024,CASH,32690.41,
