po_line_id,po_id,item_code,quantity,unit_price,line_amount
POL0001256,PO000634,ITEM1042,491,1877.19,921700.29
POL0001257,PO002086,ITEM0566,235,4496.07,1056576.45
POL0001258,PO000219,ITEM0197,441,1554.96,685737.36
POL0001259,PO001953,ITEM0333,60,840.61,178.45
POL0001260,PO002199,ITEM0262,99,3075.21,304445.79
POL0001261,PO000555,ITEM0319,419,4896.91,2051805.29
POL0001262,PO001996,ITEM0571,35,1387.12,48549.2
POL0001263,PO002150,ITEM0225,364,658.4,239657.6
POL0001264,PO001475,ITEM1183,488,4767.43,2326505.84
POL0001265,PO002758,ITEM0260,90,3505.5,315495
POL0001266,PO000148,ITEM0426,366,65.23,23874.18
POL0001267,PO002851,ITEM0306,131,4685.52,613803.12
POL0001268,PO001798,ITEM1020,57,652.92,37216.44
POL0001269,PO000423,ITEM0500,466,635.96,296357.36
POL0001270,PO000536,ITEM1031,89,207.14,18435.46
POL0001271,PO001668,ITEM0520,161,4431.68,713500.48
POL0001272,PO000236,ITEM0706,-9,3410.91,-30698.19
POL0001273,PO001803,ITEM0936,294,1154.05,339290.7
POL0001274,PO000394,ITEM1101,193,4515.47,871485.71
POL0001275,PO000094,ITEM0332,383,355.19,136037.77
POL0001276,PO002809,ITEM0152,35,2078.55,72749.25
POL0001277,PO000168,ITEM0326,183,4325.95,791648.85
POL0001278,PO000489,ITEM0060,479,2654.43,1271471.97
POL0001279,PO002217,ITEM0566,421,4826.8,2032082.8
POL0001280,PO000618,ITEM1163,188,1959.41,368369.08
POL0001281,PO000486,ITEM0860,434,1015.12,440562.08
POL0001282,PO001663,ITEM1142,246,279.39,68729.94
POL0001283,PO001611,ITEM0944,486,4206.19,2044208.34
POL0001284,PO001570,ITEM0479,439,4454.62,1955578.18
POL0001285,PO002337,ITEM1049,466,764.86,356424.76
POL0001286,PO001242,ITEM1191,175,1808.35,316461.25
POL0001287,PO001231,ITEM0075,380,3916.11,1488121.8
POL0001288,PO000805,ITEM0628,210,1957.58,411091.8
POL0001289,PO002325,ITEM0854,86,3586.4,308430.4
POL0001290,PO001544,ITEM0343,144,3236.12,466001.28
POL0001291,PO001579,ITEM0276,56,4232.55,237022.8
POL0001292,PO001211,ITEM0301,417,587.36,244929.12
POL0001293,PO000563,ITEM0704,392,2054.68,805434.56
POL0001294,PO001092,ITEM0310,274,3477.13,952733.62
POL0001295,PO002607,ITEM0081,253,4250.75,1075439.75
POL0001296,PO002434,ITEM0201,242,4745.72,1148464.24
POL0001297,PO002620,ITEM0492,466,2037.82,949624.12
POL0001298,PO000347,ITEM1170,454,4103.3,1862898.2
POL0001299,PO002293,ITEM0694,124,1103.02,136774.48
POL0001300,PO001154,ITEM0944,444,669.89,297431.16
POL0001301,PO002731,ITEM0118,85,4444.82,377809.7
POL0001302,PO001068,ITEM0415,110,1124.56,123701.6
POL0001303,PO000987,ITEM0159,7,4044.58,28312.06
POL0001304,PO002739,ITEM1084,417,1829.22,762784.74
POL0001305,PO002945,ITEM0547,4,1869.31,7477.24
POL0001306,PO001600,ITEM1155,229,3891.81,891224.49
POL0001307,PO001858,ITEM0823,245,1654.13,405261.85
POL0001308,PO001099,ITEM0688,448,3602.76,1614036.48
POL0001309,PO001789,ITEM0760,174,4835.27,841336.98
POL0001310,PO001610,ITEM0792,497,4286.23,2130256.31
POL0001311,PO001566,ITEM0131,294,3884.6,1142072.4
POL0001312,PO000324,ITEM0363,453,1401.79,635010.87
POL0001313,PO002858,ITEM0017,179,110.63,19802.77
POL0001314,PO002533,ITEM0628,463,4193.86,1941757.18
POL0001315,PO001635,ITEM0293,407,1708.45,695339.15
POL0001316,PO001562,ITEM0814,471,1856.08,874213.68
POL0001317,PO000982,ITEM0028,218,908.62,198079.16
POL0001318,PO000982,ITEM0754,492,1380.92,679412.64
POL0001319,PO001089,ITEM0372,291,4936.5,1436521.5
POL0001320,PO000216,ITEM0543,467,4068.19,1899844.73
POL0001321,PO000645,ITEM0851,288,977.07,281396.16
POL0001322,PO001266,ITEM0438,144,3883.76,559261.44
POL0001323,PO001691,ITEM0451,18,2264.03,40752.54
POL0001324,PO002789,ITEM0038,224,1130.03,645.97
POL0001325,PO002175,ITEM0730,364,609.91,222007.24
POL0001326,PO000326,ITEM0755,62,4659.61,288895.82
POL0001327,PO002282,ITEM0576,218,461.89,100692.02
POL0001328,PO002695,ITEM0573,97,1813.74,175932.78
POL0001329,PO002071,ITEM0944,80,2164.73,173178.4
POL0001330,PO002781,ITEM1021,422,3401.38,497.72
POL0001331,PO002655,ITEM0052,319,4824.37,1538974.03
POL0001332,PO000605,ITEM0456,200,3983.16,796632
POL0001333,PO002365,ITEM0881,226,2264.83,511851.58
POL0001334,PO000799,ITEM0959,155,2033.69,279.38
POL0001335,PO000192,ITEM0732,21,3228.53,67799.13
POL0001336,PO002200,ITEM0129,406,2196.64,936.11
POL0001337,PO002697,ITEM0094,156,3245.39,920.85
POL0001338,PO000730,ITEM0263,237,4281.67,1014755.79
POL0001339,PO002714,ITEM0400,85,1598.94,135909.9
POL0001340,PO000929,ITEM1175,3,3021.08,9063.24
POL0001341,PO000892,ITEM0816,53,3846.2,203848.6
POL0001342,PO002025,ITEM0337,311,3470.64,1079369.04
POL0001343,PO001549,ITEM0709,91,608.12,55338.92
POL0001344,PO001601,ITEM0361,68,2590.49,176153.32
POL0001345,PO000764,ITEM1179,3,3004.67,9014.01
POL0001346,PO001009,ITEM0705,428,2423.2,1037129.6
POL0001347,PO001443,ITEM0437,181,4831.8,874555.8
POL0001348,PO002622,ITEM0907,65,844.88,54917.2
POL0001349,PO002139,ITEM0357,305,950.52,364.23
POL0001350,PO000910,ITEM0726,232,3455.95,801780.4
POL0001351,PO000357,ITEM1039,106,2116.13,224309.78
POL0001352,PO000376,ITEM0101,7,2347.71,16433.97
POL0001353,PO000768,ITEM0797,225,227.81,51257.25
POL0001354,PO002072,ITEM0325,393,4798.04,1885629.72
POL0001355,PO000405,ITEM0029,92,1905.66,175320.72
POL0001356,PO001451,ITEM1134,69,1982.13,136766.97
POL0001357,PO002295,ITEM0375,482,2791.38,1345445.16
POL0001358,PO002729,ITEM0891,483,4295.15,2074557.45
POL0001359,PO001058,ITEM0825,380,1310.69,498062.2
POL0001360,PO001076,ITEM0269,156,2213.08,345240.48
POL0001361,PO000888,ITEM0313,491,4849.32,2381016.12
POL0001362,PO002083,ITEM0035,72,4598.21,331071.12
POL0001363,PO001040,ITEM0316,376,3037.14,1141964.64
POL0001364,PO002319,ITEM0316,497,3351.76,1665824.72
POL0001365,PO002586,ITEM0378,330,4954.06,1634839.8
POL0001366,PO000235,ITEM0773,480,1768.69,848971.2
POL0001367,PO001383,ITEM0433,444,3089.66,1371809.04
POL0001368,PO000993,ITEM0981,15,4501.09,67516.35
POL0001369,PO002654,ITEM0235,115,333.35,38335.25
POL0001370,PO002015,ITEM0565,129,1984.1,255948.9
POL0001371,PO002741,ITEM0646,110,31.56,3471.6
POL0001372,PO000500,ITEM1151,276,4748.89,1310693.64
POL0001373,PO000294,ITEM0451,-4,4442.39,-17769.56
POL0001374,PO000235,ITEM1042,79,2006.46,158510.34
POL0001375,PO002339,ITEM0970,329,1996.48,656841.92
POL0001376,PO002993,ITEM0567,187,316.29,59146.23
POL0001377,PO001030,ITEM1165,13,1807.66,23499.58
POL0001378,PO002703,ITEM0138,79,4683.92,370029.68
POL0001379,PO001097,ITEM0148,209,4886.77,1021334.93
POL0001380,PO001402,ITEM0676,382,4591.56,1753975.92
POL0001381,PO002747,ITEM0188,-2,2847.88,-5695.76
POL0001382,PO000867,ITEM0658,182,2962.13,539107.66
POL0001383,PO000758,ITEM0124,244,1788.76,436457.44
POL0001384,PO000075,ITEM0520,-10,4056.02,-40560.2
POL0001385,PO000062,ITEM0146,489,791.48,387033.72
POL0001386,PO000557,ITEM0184,323,2480.65,801249.95
POL0001387,PO002342,ITEM0499,27,4704,127008
POL0001388,PO002541,ITEM0827,210,4529.68,951232.8
POL0001389,PO001663,ITEM0075,280,3236.33,906172.4
POL0001390,PO000304,ITEM0338,257,2372.83,609817.31
POL0001391,PO000328,ITEM0380,447,2419.36,1081453.92
POL0001392,PO000116,ITEM0943,323,1947.02,628887.46
POL0001393,PO002173,ITEM1096,346,2883.88,997822.48
POL0001394,PO001444,ITEM0486,322,2723.48,876960.56
POL0001395,PO002585,ITEM1171,469,1040.02,487769.38
POL0001396,PO000832,ITEM0237,347,3464.84,1202299.48
POL0001397,PO001347,ITEM0633,312,3849.82,1201143.84
POL0001398,PO002970,ITEM1185,478,2562.47,1224860.66
POL0001399,PO000593,ITEM0094,83,1165.87,96767.21
POL0001400,PO000097,ITEM0715,290,346.27,100418.3
POL0001401,PO001159,ITEM1154,183,1361.44,249143.52
POL0001402,PO001966,ITEM0015,399,4608.3,1838711.7
POL0001403,PO002299,ITEM0951,-10,701.4,-7014
POL0001404,PO001783,ITEM1017,148,2723.78,403119.44
POL0001405,PO001844,ITEM0634,283,2239.13,633673.79
POL0001406,PO000825,ITEM0790,35,2098.95,73463.25
POL0001407,PO000139,ITEM0527,208,3453.13,718251.04
POL0001408,PO001001,ITEM0723,6,115.27,691.62
POL0001409,PO000155,ITEM0791,102,2351.3,239832.6
POL0001410,PO000764,ITEM0952,279,2133.12,595140.48
POL0001411,PO002317,ITEM0734,46,4413.66,203028.36
POL0001412,PO001316,ITEM0422,346,1900.78,371.59
POL0001413,PO000735,ITEM0754,228,3595.08,819678.24
POL0001414,PO001896,ITEM0847,72,2645.08,190445.76
POL0001415,PO000321,ITEM0644,208,1498.55,311698.4
POL0001416,PO002293,ITEM1168,459,2622.6,1203773.4
POL0001417,PO001154,ITEM0848,303,1967.35,596107.05
POL0001418,PO001354,ITEM0537,116,1492.69,173152.04
POL0001419,PO000907,ITEM0630,472,4616.73,2179096.56
POL0001420,PO001251,ITEM0249,392,364.97,143068.24
POL0001421,PO001002,ITEM0497,465,3017.4,1403091
POL0001422,PO001130,ITEM1185,473,4288.62,2028517.26
POL0001423,PO001105,ITEM0840,105,2874.6,301833
POL0001424,PO002693,ITEM1150,259,3795.35,982995.65
POL0001425,PO001345,ITEM1026,104,238.72,24826.88
POL0001426,PO002964,ITEM0448,299,3614.75,1080810.25
POL0001427,PO002632,ITEM1070,332,4087.86,1357169.52
POL0001428,PO001021,ITEM0323,468,1348.04,630882.72
POL0001429,PO002339,ITEM0913,-6,4988.53,-29931.18
POL0001430,PO001961,ITEM0089,343,866.69,297274.67
POL0001431,PO002125,ITEM0713,144,4496.19,647451.36
POL0001432,PO001691,ITEM0759,312,3548.78,1107219.36
POL0001433,PO000515,ITEM0077,399,2928.03,1168283.97
POL0001434,PO002322,ITEM0887,11,1508.86,16597.46
POL0001435,PO000608,ITEM0458,185,4644.5,859232.5
POL0001436,PO001458,ITEM0219,411,136.93,56278.23
POL0001437,PO001891,ITEM0683,48,1020.2,48969.6
POL0001438,PO002896,ITEM0803,432,1781.2,769478.4
POL0001439,PO002776,ITEM0966,288,1686.91,485830.08
POL0001440,PO000324,ITEM1175,274,4699.6,1287690.4
POL0001441,PO002892,ITEM0739,473,343.92,162674.16
POL0001442,PO001341,ITEM0813,86,1296.87,111530.82
POL0001443,PO002221,ITEM1128,33,362.39,11958.87
POL0001444,PO000752,ITEM0391,443,1023.52,453419.36
POL0001445,PO000556,ITEM0069,70,4663.94,326475.8
POL0001446,PO001200,ITEM0376,89,1550.14,137962.46
POL0001447,PO000077,ITEM0617,96,3280.12,314891.52
POL0001448,PO001703,ITEM1034,220,3571.03,785626.6
POL0001449,PO001624,ITEM1107,335,4004.98,1341668.3
POL0001450,PO002668,ITEM0643,6,2760.84,16565.04
POL0001451,PO001150,ITEM0782,449,704.34,316248.66
POL0001452,PO002679,ITEM0184,481,250.62,120548.22
POL0001453,PO001172,ITEM0132,487,2436.48,1186565.76
POL0001454,PO001238,ITEM0426,86,4967.73,427224.78
POL0001455,PO002198,ITEM0751,19,775.83,14740.77
POL0001456,PO002291,ITEM0575,73,809.94,59125.62
POL0001457,PO001380,ITEM0327,163,905.87,147656.81
POL0001458,PO000628,ITEM0479,58,2601.57,17.23
POL0001459,PO000442,ITEM0442,159,2006.36,319011.24
POL0001460,PO000899,ITEM0405,-5,1148.61,-5743.05
POL0001461,PO002836,ITEM0252,229,2204.87,504915.23
POL0001462,PO001496,ITEM0022,209,3916.57,818563.13
POL0001463,PO001960,ITEM0712,208,709.97,147673.76
POL0001464,PO000233,ITEM0356,151,1245.62,188088.62
POL0001465,PO000321,ITEM0355,179,1053.05,188495.95
POL0001466,PO001059,ITEM0999,366,2908.61,1064551.26
POL0001467,PO002936,ITEM0270,4,1083.92,540.64
POL0001468,PO002382,ITEM0034,224,340.51,76274.24
POL0001469,PO000670,ITEM0272,357,815.22,291033.54
POL0001470,PO001800,ITEM0848,441,1866.5,823126.5
POL0001471,PO002239,ITEM0948,122,3302.77,402937.94
POL0001472,PO001951,ITEM1015,480,507.95,243816
POL0001473,PO002549,ITEM0375,123,2069.6,254560.8
POL0001474,PO002621,ITEM1110,15,1931.59,28973.85
POL0001475,PO000632,ITEM0961,436,4602.49,2006685.64
POL0001476,PO000263,ITEM0369,163,2528.95,412218.85
POL0001477,PO002396,ITEM0703,296,200.52,59353.92
POL0001478,PO002919,ITEM0522,378,2668.88,1008836.64
POL0001479,PO001014,ITEM0995,361,3697.49,1334793.89
POL0001480,PO000313,ITEM0382,86,2256.85,194089.1
POL0001481,PO000194,ITEM0245,33,429.76,14182.08
POL0001482,PO000966,ITEM0710,484,2567.56,1242699.04
POL0001483,PO002516,ITEM0103,273,2079.64,567741.72
POL0001484,PO000303,ITEM0931,446,4879.99,2176475.54
POL0001485,PO001194,ITEM0074,431,4121.9,1776538.9
POL0001486,PO000619,ITEM0722,467,1127.68,526626.56
POL0001487,PO001032,ITEM0727,487,3097.13,1508302.31
POL0001488,PO000449,ITEM1012,152,3676.09,558765.68
POL0001489,PO002017,ITEM0795,79,710.52,56131.08
POL0001490,PO001862,ITEM0373,117,1101.56,128882.52
POL0001491,PO000613,ITEM0296,174,4285.78,745725.72
POL0001492,PO001313,ITEM0534,80,1884.42,150753.6
POL0001493,PO000788,ITEM0400,320,1912.5,612000
POL0001494,PO000801,ITEM0415,-10,3461.78,-34617.8
POL0001495,PO000076,ITEM0625,140,1510.21,211429.4
POL0001496,PO002455,ITEM1189,255,2495.48,636347.4
POL0001497,PO000086,ITEM0341,-4,1354.81,374.82
POL0001498,PO002079,ITEM0716,339,1887.62,639903.18
POL0001499,PO000777,ITEM0918,382,4374.78,1671165.96
POL0001500,PO000745,ITEM0814,309,3509.95,1084574.55
POL0001501,PO002449,ITEM0649,326,1046.02,341002.52
POL0001502,PO002040,ITEM0972,127,924.93,117466.11
POL0001503,PO001470,ITEM1162,77,800.09,61606.93
POL0001504,PO001636,ITEM0716,204,402.77,82165.08
POL0001505,PO000549,ITEM0057,62,4047.61,250951.82
POL0001506,PO000646,ITEM0310,283,3625.64,1026056.12
POL0001507,PO001682,ITEM0448,49,356.68,591.82
POL0001508,PO002872,ITEM1192,151,3787.25,571874.75
POL0001509,PO002738,ITEM0316,213,1221.82,260247.66
POL0001510,PO002961,ITEM0608,78,4133.34,322400.52
POL0001511,PO001768,ITEM0773,478,899.43,429927.54
POL0001512,PO002107,ITEM0056,329,1296.04,426397.16
POL0001513,PO000797,ITEM0420,272,1698.21,461913.12
POL0001514,PO000166,ITEM0090,104,3273.51,340445.04
POL0001515,PO000920,ITEM0322,263,4258.34,1119943.42
POL0001516,PO000622,ITEM0194,318,418.54,133095.72
POL0001517,PO001525,ITEM0607,78,3910.55,305022.9
POL0001518,PO002914,ITEM0763,456,4417.18,2014234.08
POL0001519,PO001709,ITEM1098,435,2177.2,947082
POL0001520,PO000035,ITEM0213,195,1489.77,290505.15
POL0001521,PO001074,ITEM1140,46,2654.19,122092.74
POL0001522,PO001252,ITEM0274,189,1546.52,292292.28
POL0001523,PO001591,ITEM0364,334,4.8,1603.2
POL0001524,PO002040,ITEM0906,247,4577.83,1130724.01
POL0001525,PO001285,ITEM1067,235,1222.76,287348.6
POL0001526,PO002613,ITEM0823,367,4798.81,1761163.27
POL0001527,PO001274,ITEM0244,435,1996.48,868468.8
POL0001528,PO001214,ITEM0370,360,646.51,232743.6
POL0001529,PO001787,ITEM0297,62,3574.3,221606.6
POL0001530,PO001252,ITEM0131,88,915.11,163.93
POL0001531,PO000462,ITEM0577,119,2659.49,316479.31
POL0001532,PO002328,ITEM0230,470,2555.4,1201038
POL0001533,PO000629,ITEM0833,431,3074.99,1325320.69
POL0001534,PO001138,ITEM1179,294,4883.82,1435843.08
POL0001535,PO002105,ITEM0408,39,3258.44,127079.16
POL0001536,PO000899,ITEM0885,271,99.51,26967.21
POL0001537,PO000689,ITEM0005,0,3687.5,0
POL0001538,PO000661,ITEM1105,168,4681.23,786446.64
POL0001539,PO000395,ITEM0008,268,1980.15,530680.2
POL0001540,PO000736,ITEM0554,13,1633.19,21231.47
POL0001541,PO002253,ITEM0004,261,4495.72,1173382.92
POL0001542,PO001712,ITEM0351,273,3445.56,940637.88
POL0001543,PO000256,ITEM0123,279,3836.53,1070391.87
POL0001544,PO000672,ITEM0937,263,3487.53,917220.39
POL0001545,PO000931,ITEM0364,467,1220.33,569894.11
POL0001546,PO002055,ITEM0790,498,4447.68,2214944.64
POL0001547,PO000879,ITEM0991,441,4798.69,2116222.29
POL0001548,PO001378,ITEM0234,372,416.51,154941.72
POL0001549,PO001649,ITEM0363,483,2711.66,1309731.78
POL0001550,PO002262,ITEM0625,43,1239.16,53283.88
POL0001551,PO000305,ITEM0389,45,4.1,184.5
POL0001552,PO000824,ITEM0463,248,3955.51,980966.48
POL0001553,PO002215,ITEM1041,68,495.75,33711
POL0001554,PO000766,ITEM0945,104,1746.64,181650.56
POL0001555,PO002165,ITEM0977,362,4280.69,1549609.78
POL0001556,PO002869,ITEM0041,470,3821.27,1795996.9
POL0001557,PO001580,ITEM0195,448,2411.39,1080302.72
POL0001558,PO002963,ITEM0759,206,3777.59,778183.54
POL0001559,PO002205,ITEM1071,75,31.37,2352.75
POL0001560,PO001014,ITEM0154,324,4066.09,1317413.16
POL0001561,PO001679,ITEM0240,229,3033.49,694669.21
POL0001562,PO001444,ITEM0859,247,3473.97,858070.59
POL0001563,PO002217,ITEM0613,263,3216.26,845876.38
POL0001564,PO002768,ITEM0035,244,890.98,217399.12
POL0001565,PO002874,ITEM0801,410,3659.42,1500362.2
POL0001566,PO001636,ITEM1094,346,4766.71,1649281.66
POL0001567,PO001450,ITEM1178,77,3058.18,235479.86
POL0001568,PO000837,ITEM0631,60,1618.36,97101.6
POL0001569,PO000666,ITEM0704,293,2827.52,828463.36
POL0001570,PO001783,ITEM0019,298,1364.14,406513.72
POL0001571,PO000560,ITEM1187,367,1489.31,546576.77
POL0001572,PO002570,ITEM0974,1,2225.26,2225.26
POL0001573,PO002418,ITEM0624,306,2060.03,630369.18
POL0001574,PO001624,ITEM0993,214,2870.47,4.84
POL0001575,PO001258,ITEM1020,390,2976.44,1160811.6
POL0001576,PO002339,ITEM0583,170,3427.92,582746.4
POL0001577,PO000793,ITEM1033,28,4768.04,133505.12
POL0001578,PO000994,ITEM0592,47,2054.77,96574.19
POL0001579,PO001407,ITEM0423,255,4718.62,1203248.1
POL0001580,PO002185,ITEM0219,287,2682.17,769782.79
POL0001581,PO002187,ITEM0058,139,3882.03,539602.17
POL0001582,PO002478,ITEM0342,151,49.38,7456.38
POL0001583,PO000041,ITEM0670,253,4031.02,1019848.06
POL0001584,PO000129,ITEM0336,50,4178.47,208923.5
POL0001585,PO001625,ITEM0820,482,2293.4,1105418.8
POL0001586,PO000075,ITEM1115,298,4508.66,1343580.68
POL0001587,PO001469,ITEM1066,263,4167.82,1096136.66
POL0001588,PO002211,ITEM1174,103,2.72,280.16
POL0001589,PO000169,ITEM0676,437,3328.63,1454611.31
POL0001590,PO002258,ITEM0486,331,4074.02,1348500.62
POL0001591,PO000435,ITEM1134,367,2368.63,869287.21
POL0001592,PO000060,ITEM0306,493,4327.47,2133442.71
POL0001593,PO000053,ITEM0097,218,3941.51,46.88
POL0001594,PO002781,ITEM0826,166,3601.02,597769.32
POL0001595,PO002444,ITEM0729,444,4347.19,1930152.36
POL0001596,PO001465,ITEM0794,-2,4555.8,-9111.6
POL0001597,PO002316,ITEM0393,275,1305.3,358957.5
POL0001598,PO001206,ITEM0885,491,2706.81,1329043.71
POL0001599,PO001966,ITEM0040,16,2513.27,40212.32
POL0001600,PO001698,ITEM0072,261,2360.52,631.39
POL0001601,PO002818,ITEM0252,94,2138.63,272.11
POL0001602,PO001033,ITEM0270,141,1515.08,213626.28
POL0001603,PO001983,ITEM0562,470,216.33,101675.1
POL0001604,PO001642,ITEM0767,478,2109.7,1008436.6
POL0001605,PO000581,ITEM0259,471,193.1,90950.1
POL0001606,PO002447,ITEM0894,456,1720.96,784757.76
POL0001607,PO001743,ITEM0366,60,1577.13,94627.8
POL0001608,PO002495,ITEM0017,427,904,386008
POL0001609,PO002653,ITEM0604,100,4659.35,465935
POL0001610,PO001259,ITEM0984,5,1293.1,6465.5
POL0001611,PO002805,ITEM0667,145,2705.92,392358.4
POL0001612,PO001337,ITEM0350,104,3003.91,312406.64
POL0001613,PO002189,ITEM0462,411,4088.91,1680542.01
POL0001614,PO000562,ITEM0589,240,4152.18,996523.2
POL0001615,PO000681,ITEM0116,168,1090.81,249.89
POL0001616,PO000375,ITEM0140,55,3292.06,181063.3
POL0001617,PO002622,ITEM0294,388,2361.51,916265.88
POL0001618,PO001744,ITEM0555,227,2473.27,561432.29
POL0001619,PO002530,ITEM0710,269,3657.53,983875.57
POL0001620,PO002270,ITEM0666,354,3375.53,1194937.62
POL0001621,PO000698,ITEM0710,289,3342.97,966118.33
POL0001622,PO001664,ITEM0237,429,1563.14,670587.06
POL0001623,PO002519,ITEM0173,157,2446.27,384064.39
POL0001624,PO000214,ITEM1084,18,1679.94,30238.92
POL0001625,PO002455,ITEM0190,14,1816.36,25429.04
POL0001626,PO001932,ITEM0472,222,1536.28,341054.16
POL0001627,PO000579,ITEM0610,316,1074.12,339421.92
POL0001628,PO003000,ITEM0606,260,3659,951340
POL0001629,PO000488,ITEM0730,394,4220.52,1662884.88
POL0001630,PO002340,ITEM0941,349,4028.89,1406082.61
POL0001631,PO002471,ITEM0417,138,4237.03,232.14
POL0001632,PO000911,ITEM0400,251,2671.58,670566.58
POL0001633,PO000282,ITEM0412,101,2106.43,212749.43
POL0001634,PO002462,ITEM0374,319,2605.83,831259.77
POL0001635,PO002073,ITEM1096,9,2564.9,23084.1
POL0001636,PO000280,ITEM0723,405,4568.04,1850056.2
POL0001637,PO000805,ITEM0020,235,2716.53,638384.55
POL0001638,PO001295,ITEM0129,274,2173.97,595667.78
POL0001639,PO001253,ITEM0837,52,2225.85,115744.2
POL0001640,PO001342,ITEM0464,328,1063.53,348837.84
POL0001641,PO000205,ITEM0208,402,3921.24,1576338.48
POL0001642,PO001741,ITEM0980,432,536.9,231940.8
POL0001643,PO002034,ITEM0180,132,4346.78,573774.96
POL0001644,PO000666,ITEM0815,216,3711.53,801690.48
POL0001645,PO000920,ITEM0430,23,4934.68,113497.64
POL0001646,PO002358,ITEM0527,59,2938.3,173359.7
POL0001647,PO001074,ITEM0700,312,3969.33,1238430.96
POL0001648,PO000119,ITEM0076,290,2875.58,833918.2
POL0001649,PO001394,ITEM0983,262,2977.89,780207.18
POL0001650,PO000959,ITEM0698,-2,2656.46,-5312.92
POL0001651,PO002435,ITEM0839,350,424.92,148722
POL0001652,PO000698,ITEM0604,138,4523.01,624175.38
POL0001653,PO002117,ITEM0610,366,4689.42,1716327.72
POL0001654,PO002745,ITEM0938,470,4504.72,2117218.4
POL0001655,PO001520,ITEM1005,214,853.48,182644.72
POL0001656,PO002130,ITEM0259,353,2855.07,1007839.71
POL0001657,PO002427,ITEM0106,369,555.81,205093.89
POL0001658,PO002392,ITEM0948,26,2205.54,57344.04
POL0001659,PO002714,ITEM0152,301,3301.67,993802.67
POL0001660,PO000769,ITEM0926,143,2644.08,378103.44
POL0001661,PO001345,ITEM1190,226,71.94,16258.44
POL0001662,PO001347,ITEM0203,458,4827.43,2210962.94
POL0001663,PO001743,ITEM1017,396,4629.82,1833408.72
POL0001664,PO001603,ITEM1072,71,2615.36,185690.56
POL0001665,PO002615,ITEM0061,83,3630.6,301339.8
POL0001666,PO001780,ITEM1099,247,1708.6,422024.2
POL0001667,PO002498,ITEM1007,31,2890.61,89608.91
POL0001668,PO001379,ITEM1181,30,1375.51,821.25
POL0001669,PO002690,ITEM1174,367,3974.63,1458689.21
POL0001670,PO001824,ITEM0959,75,4166.97,312522.75
POL0001671,PO002295,ITEM0871,179,1578.11,282481.69
POL0001672,PO001531,ITEM0184,289,1038.63,300164.07
POL0001673,PO002067,ITEM1103,326,1565.4,510320.4
POL0001674,PO000049,ITEM0653,376,3609.56,1357194.56
POL0001675,PO000498,ITEM0250,334,1972.82,658921.88
POL0001676,PO000043,ITEM0510,393,2922.47,1148530.71
POL0001677,PO002350,ITEM0972,262,628.25,164601.5
POL0001678,PO001432,ITEM0249,320,4330.7,1385824
POL0001679,PO000242,ITEM1088,208,211.31,43952.48
POL0001680,PO002058,ITEM0252,263,3988.01,328.41
POL0001681,PO000870,ITEM0945,440,678.15,298386
POL0001682,PO002856,ITEM1088,25,4528.88,113222
POL0001683,PO000573,ITEM0901,184,3787.63,696923.92
POL0001684,PO002952,ITEM0822,343,1743.39,597982.77
POL0001685,PO002535,ITEM0124,97,1766.15,171316.55
POL0001686,PO001318,ITEM0882,310,1669.32,517489.2
POL0001687,PO001845,ITEM0505,314,4778.13,1500332.82
POL0001688,PO001539,ITEM0491,161,4303.87,692923.07
POL0001689,PO001421,ITEM0237,280,929.69,260313.2
POL0001690,PO002781,ITEM0088,138,1230.5,169809
POL0001691,PO000983,ITEM0966,419,2540.29,1064381.51
POL0001692,PO000649,ITEM1116,223,140.87,31414.01
POL0001693,PO001550,ITEM0840,500,3828.55,914.2
POL0001694,PO000337,ITEM0774,141,885.45,124848.45
POL0001695,PO002887,ITEM0845,121,343.44,41556.24
POL0001696,PO002854,ITEM0946,447,524.22,234326.34
POL0001697,PO000839,ITEM0686,155,3173.03,491819.65
POL0001698,PO001228,ITEM0839,408,3174.07,1295020.56
POL0001699,PO000510,ITEM0077,11,4876.56,53642.16
POL0001700,PO000555,ITEM1005,276,2734.31,754669.56
POL0001701,PO001994,ITEM0860,-6,1320.29,-7921.74
POL0001702,PO002086,ITEM0210,58,4668.13,270751.54
POL0001703,PO001857,ITEM0238,122,3382.16,412623.52
POL0001704,PO001299,ITEM0433,286,1149.58,328779.88
POL0001705,PO000184,ITEM0857,284,2058.81,584702.04
POL0001706,PO002701,ITEM0008,123,3475.86,427530.78
POL0001707,PO001140,ITEM1043,78,2528.28,197205.84
POL0001708,PO001437,ITEM0230,128,4355.84,557547.52
POL0001709,PO001347,ITEM1102,111,4155.79,461292.69
POL0001710,PO002011,ITEM0253,222,678.92,150720.24
POL0001711,PO002629,ITEM0871,444,982.73,436332.12
POL0001712,PO000491,ITEM0217,481,2799.75,1346679.75
POL0001713,PO001110,ITEM0072,419,4160.5,1743249.5
POL0001714,PO002064,ITEM1071,474,1041.32,493585.68
POL0001715,PO002247,ITEM0963,249,2467.09,614305.41
POL0001716,PO002098,ITEM0456,372,1795.72,668007.84
POL0001717,PO001946,ITEM0921,99,2023.51,251.82
POL0001718,PO002479,ITEM0026,109,3587.3,391015.7
POL0001719,PO001430,ITEM0396,47,4710.4,221388.8
POL0001720,PO000095,ITEM0382,316,4366.74,1379889.84
POL0001721,PO001084,ITEM0342,192,666.2,127910.4
