transaction_id,item_code,warehouse_code,transaction_type,quantity,transaction_date
TXN00003688,ITEM0222,WH_EU_01,ISSUE,-106,17-11-2024
TXN00003689,ITEM0164,WH_EU_01,ISSUE,-135,29-09-2024
TXN00003690,ITEM0132,WH_EU_01,INVALID,204,14-10-2025
TXN00003691,ITEM1011,WH_EU_01,INVALID,239,01-04-2025
TXN00003692,ITEM1106,WH_IN_01,INVALID,-290,07-08-2024
TXN00003693,ITEM0416,WH_IN_01,RECEIPT,109,16-01-2025
TXN00003694,ITEM0511,WH_IN_01,ISSUE,313,26-05-2025
TXN00003695,ITEM1109,WH_IN_01,ADJUSTMENT,-111,22-09-2025
TXN00003696,ITEM0789,WH_US_01,ISSUE,-3,30-09-2024
TXN00003697,ITEM0499,WH_IN_01,ISSUE,495,25-01-2025
TXN00003698,ITEM0122,WH_US_01,ADJUSTMENT,-142,23-07-2024
TXN00003699,ITEM0101,,INVALID,-138,12-04-2025
TXN00003700,ITEM0343,WH_US_01,RECEIPT,235,06-03-2024
TXN00003701,ITEM1080,,RECEIPT,-256,06-08-2025
TXN00003702,ITEM0295,WH_US_01,ADJUSTMENT,-185,05-02-2024
TXN00003703,ITEM0823,WH_EU_01,ADJUSTMENT,-211,15-07-2025
TXN00003704,ITEM1087,,RECEIPT,206,09-10-2024
TXN00003705,ITEM0802,WH_EU_01,ISSUE,-329,22-03-2025
TXN00003706,ITEM0969,WH_IN_01,RECEIPT,-190,01-01-2025
TXN00003707,ITEM0505,WH_US_01,ADJUSTMENT,-409,17-03-2025
TXN00003708,ITEM0310,WH_US_01,ADJUSTMENT,444,09-09-2024
TXN00003709,ITEM0745,WH_EU_01,INVALID,-74,05-09-2025
TXN00003710,ITEM0595,WH_EU_01,ADJUSTMENT,-13,13-05-2024
TXN00003711,ITEM0939,WH_IN_01,RECEIPT,-497,02-02-2025
TXN00003712,ITEM1137,WH_US_01,ADJUSTMENT,-482,07-09-2025
TXN00003713,ITEM1056,WH_US_01,ADJUSTMENT,-136,29-06-2025
TXN00003714,ITEM1098,WH_EU_01,ADJUSTMENT,-344,30-04-2024
TXN00003715,ITEM1028,WH_EU_01,ISSUE,-282,12-01-2026
TXN00003716,ITEM0190,WH_EU_01,ISSUE,189,14-01-2026
TXN00003717,ITEM0272,WH_IN_01,ADJUSTMENT,386,07-05-2025
TXN00003718,ITEM0335,WH_EU_01,INVALID,-285,27-07-2024
TXN00003719,ITEM1100,,INVALID,-94,07-04-2025
TXN00003720,ITEM0132,,RECEIPT,-423,05-10-2025
TXN00003721,ITEM0065,,ADJUSTMENT,193,03-01-2026
TXN00003722,ITEM0705,WH_US_01,ADJUSTMENT,-235,01-12-2024
TXN00003723,ITEM0183,WH_EU_01,INVALID,129,30-07-2024
TXN00003724,ITEM0734,,RECEIPT,82,19-02-2024
TXN00003725,ITEM0663,,ISSUE,-391,05-08-2025
TXN00003726,ITEM0988,WH_EU_01,RECEIPT,293,25-12-2024
TXN00003727,ITEM0319,,INVALID,178,08-05-2024
TXN00003728,ITEM1003,,ADJUSTMENT,-216,12-03-2024
TXN00003729,ITEM0463,WH_EU_01,ISSUE,374,12-02-2025
TXN00003730,ITEM1040,WH_US_01,ADJUSTMENT,-295,27-09-2025
TXN00003731,ITEM0415,WH_EU_01,ISSUE,-343,31-10-2024
TXN00003732,ITEM0770,WH_EU_01,ISSUE,-15,25-07-2025
TXN00003733,ITEM0837,WH_US_01,ADJUSTMENT,-487,05-10-2025
TXN00003734,ITEM1092,WH_EU_01,RECEIPT,375,17-10-2024
TXN00003735,ITEM0097,WH_IN_01,RECEIPT,411,03-12-2025
TXN00003736,ITEM0994,,INVALID,-138,28-06-2025
TXN00003737,ITEM1108,WH_IN_01,RECEIPT,156,12-09-2025
TXN00003738,ITEM0942,WH_IN_01,INVALID,-253,08-12-2024
TXN00003739,ITEM0763,,INVALID,-195,24-11-2024
TXN00003740,ITEM0290,WH_US_01,ADJUSTMENT,360,09-12-2024
TXN00003741,ITEM1070,,RECEIPT,-160,27-01-2025
TXN00003742,ITEM0066,WH_IN_01,RECEIPT,81,12-05-2025
TXN00003743,ITEM0180,WH_IN_01,INVALID,-416,20-11-2025
TXN00003744,ITEM0344,WH_IN_01,INVALID,122,06-09-2024
TXN00003745,ITEM0079,WH_US_01,RECEIPT,-347,08-10-2024
TXN00003746,ITEM1003,WH_IN_01,INVALID,349,20-01-2026
TXN00003747,ITEM0458,,ISSUE,-150,16-01-2026
TXN00003748,ITEM1120,WH_EU_01,ADJUSTMENT,195,08-05-2024
TXN00003749,ITEM0187,WH_EU_01,ISSUE,-27,30-10-2024
TXN00003750,ITEM0316,WH_EU_01,ADJUSTMENT,95,11-10-2024
TXN00003751,ITEM0568,WH_US_01,ISSUE,-363,11-07-2024
TXN00003752,ITEM1044,WH_IN_01,ADJUSTMENT,255,14-06-2025
TXN00003753,ITEM0065,WH_IN_01,INVALID,445,04-09-2024
TXN00003754,ITEM0564,WH_EU_01,RECEIPT,-78,13-01-2026
TXN00003755,ITEM0066,,INVALID,361,24-12-2024
TXN00003756,ITEM1072,WH_IN_01,INVALID,333,18-02-2024
TXN00003757,ITEM0091,WH_IN_01,ISSUE,308,07-01-2025
TXN00003758,ITEM0790,,INVALID,459,30-06-2025
TXN00003759,ITEM0939,WH_US_01,ISSUE,-351,07-08-2024
TXN00003760,ITEM0397,,ISSUE,86,30-08-2025
TXN00003761,ITEM0285,WH_IN_01,RECEIPT,-286,28-12-2025
TXN00003762,ITEM0114,,ADJUSTMENT,-477,08-07-2025
TXN00003763,ITEM0744,,RECEIPT,-363,19-12-2025
TXN00003764,ITEM0867,,RECEIPT,-17,31-03-2025
TXN00003765,ITEM1157,WH_US_01,ISSUE,130,10-10-2025
TXN00003766,ITEM1071,WH_US_01,INVALID,67,31-03-2024
TXN00003767,ITEM0176,WH_IN_01,RECEIPT,-92,07-02-2024
TXN00003768,ITEM0052,WH_EU_01,RECEIPT,-373,10-11-2024
TXN00003769,ITEM1151,WH_IN_01,INVALID,365,16-01-2025
TXN00003770,ITEM0689,WH_US_01,RECEIPT,-265,25-02-2025
TXN00003771,ITEM1154,WH_US_01,ADJUSTMENT,-112,26-07-2025
TXN00003772,ITEM1120,WH_IN_01,ADJUSTMENT,-290,02-07-2024
TXN00003773,ITEM0572,,RECEIPT,329,28-10-2024
TXN00003774,ITEM0243,WH_IN_01,ADJUSTMENT,168,24-05-2024
TXN00003775,ITEM0223,WH_IN_01,ADJUSTMENT,387,14-06-2025
TXN00003776,ITEM0302,,ADJUSTMENT,-108,06-01-2026
TXN00003777,ITEM1123,WH_US_01,INVALID,-345,16-11-2025
TXN00003778,ITEM0010,WH_IN_01,INVALID,31,24-11-2025
TXN00003779,ITEM1032,WH_IN_01,INVALID,361,10-10-2025
TXN00003780,ITEM0191,WH_EU_01,INVALID,306,09-11-2025
TXN00003781,ITEM0189,WH_EU_01,RECEIPT,-86,15-09-2025
TXN00003782,ITEM0347,WH_EU_01,INVALID,-377,22-07-2025
TXN00003783,ITEM0227,WH_IN_01,ISSUE,-154,22-03-2025
TXN00003784,ITEM0199,,ISSUE,-154,22-04-2025
TXN00003785,ITEM1175,WH_EU_01,INVALID,318,14-07-2024
TXN00003786,ITEM0317,WH_EU_01,ADJUSTMENT,275,14-04-2024
TXN00003787,ITEM0395,,INVALID,161,24-01-2024
TXN00003788,ITEM0390,WH_US_01,ISSUE,-421,10-09-2025
TXN00003789,ITEM0115,WH_EU_01,ADJUSTMENT,-59,21-10-2025
TXN00003790,ITEM0096,WH_EU_01,RECEIPT,5,16-07-2025
TXN00003791,ITEM0811,WH_EU_01,ADJUSTMENT,176,25-04-2024
TXN00003792,ITEM0619,WH_US_01,INVALID,-18,11-03-2024
TXN00003793,ITEM0901,WH_EU_01,ISSUE,-263,11-03-2025
TXN00003794,ITEM0208,,ADJUSTMENT,470,13-09-2025
TXN00003795,ITEM1095,,ADJUSTMENT,-30,04-05-2025
TXN00003796,ITEM0094,WH_IN_01,INVALID,-472,09-08-2024
TXN00003797,ITEM0173,,RECEIPT,484,11-06-2025
TXN00003798,ITEM0516,,ADJUSTMENT,-297,07-01-2026
TXN00003799,ITEM0843,WH_EU_01,INVALID,460,07-04-2024
TXN00003800,ITEM1148,WH_US_01,ADJUSTMENT,-206,14-11-2024
TXN00003801,ITEM0818,WH_IN_01,ADJUSTMENT,222,01-04-2024
TXN00003802,ITEM0561,WH_US_01,ADJUSTMENT,-250,12-12-2025
TXN00003803,ITEM0093,WH_EU_01,ISSUE,172,12-05-2025
TXN00003804,ITEM1081,,ISSUE,479,21-02-2024
TXN00003805,ITEM0983,,ISSUE,-117,10-01-2026
TXN00003806,ITEM0445,WH_IN_01,RECEIPT,186,16-07-2025
TXN00003807,ITEM0624,,INVALID,38,15-06-2024
TXN00003808,ITEM0712,WH_US_01,ISSUE,362,31-03-2025
TXN00003809,ITEM0825,,ISSUE,102,05-11-2025
TXN00003810,ITEM0033,,ADJUSTMENT,182,20-10-2024
TXN00003811,ITEM0471,WH_IN_01,INVALID,-243,04-10-2025
TXN00003812,ITEM0086,WH_IN_01,ADJUSTMENT,204,10-06-2025
TXN00003813,ITEM0672,WH_IN_01,ADJUSTMENT,221,08-05-2024
TXN00003814,ITEM0065,WH_US_01,ISSUE,146,28-02-2024
TXN00003815,ITEM0737,WH_IN_01,ISSUE,-228,13-08-2024
TXN00003816,ITEM0583,WH_EU_01,INVALID,-81,02-01-2026
TXN00003817,ITEM1026,WH_IN_01,ISSUE,-172,18-05-2025
TXN00003818,ITEM0192,,INVALID,-461,26-07-2024
TXN00003819,ITEM1023,,ISSUE,34,21-12-2025
TXN00003820,ITEM0877,,INVALID,-304,22-06-2024
TXN00003821,ITEM0951,,INVALID,-38,27-12-2025
TXN00003822,ITEM0217,,RECEIPT,239,13-11-2024
TXN00003823,ITEM0396,WH_IN_01,RECEIPT,121,02-10-2025
TXN00003824,ITEM0298,WH_IN_01,ISSUE,468,26-09-2025
TXN00003825,ITEM0844,,INVALID,439,27-08-2025
TXN00003826,ITEM0356,WH_IN_01,INVALID,194,14-08-2025
TXN00003827,ITEM0824,,ISSUE,-272,22-03-2024
TXN00003828,ITEM0328,WH_IN_01,ISSUE,368,22-05-2024
TXN00003829,ITEM1174,WH_US_01,INVALID,-155,18-08-2024
TXN00003830,ITEM0886,WH_US_01,RECEIPT,82,03-03-2024
TXN00003831,ITEM0726,WH_EU_01,INVALID,-44,12-11-2025
TXN00003832,ITEM0578,WH_EU_01,INVALID,-106,20-12-2024
TXN00003833,ITEM0847,WH_US_01,RECEIPT,-395,13-05-2025
TXN00003834,ITEM0853,WH_IN_01,RECEIPT,-475,09-08-2024
TXN00003835,ITEM1101,WH_IN_01,RECEIPT,111,12-05-2024
TXN00003836,ITEM0294,WH_EU_01,ADJUSTMENT,-453,02-08-2024
TXN00003837,ITEM0009,WH_EU_01,INVALID,44,18-05-2024
TXN00003838,ITEM0995,WH_US_01,ISSUE,-55,04-04-2025
TXN00003839,ITEM0204,,ISSUE,-334,29-04-2024
TXN00003840,ITEM0338,,RECEIPT,-454,08-08-2024
TXN00003841,ITEM0364,,RECEIPT,-57,13-08-2025
TXN00003842,ITEM0896,WH_EU_01,ISSUE,280,23-11-2024
TXN00003843,ITEM0609,WH_IN_01,ISSUE,137,17-07-2025
TXN00003844,ITEM0696,WH_US_01,INVALID,173,09-01-2025
TXN00003845,ITEM0532,,RECEIPT,-471,08-03-2024
TXN00003846,ITEM0187,WH_EU_01,ADJUSTMENT,-380,25-01-2024
TXN00003847,ITEM0816,,RECEIPT,-15,09-07-2025
TXN00003848,ITEM0367,,ADJUSTMENT,25,07-12-2025
TXN00003849,ITEM0468,WH_US_01,ISSUE,450,02-03-2025
TXN00003850,ITEM0894,,ADJUSTMENT,404,09-01-2026
TXN00003851,ITEM0191,,ADJUSTMENT,-484,27-02-2024
TXN00003852,ITEM0969,,ADJUSTMENT,-99,10-08-2024
TXN00003853,ITEM0985,WH_IN_01,ADJUSTMENT,-31,12-05-2025
TXN00003854,ITEM0754,WH_US_01,INVALID,-409,21-05-2024
TXN00003855,ITEM0583,WH_EU_01,ISSUE,-329,11-07-2025
TXN00003856,ITEM0635,WH_US_01,ADJUSTMENT,265,20-07-2024
TXN00003857,ITEM0238,WH_US_01,RECEIPT,143,25-11-2024
TXN00003858,ITEM0663,WH_IN_01,RECEIPT,-210,15-06-2025
TXN00003859,ITEM0087,WH_US_01,ADJUSTMENT,247,23-07-2025
TXN00003860,ITEM0595,WH_EU_01,RECEIPT,391,30-07-2025
TXN00003861,ITEM1136,WH_US_01,INVALID,-67,13-07-2024
TXN00003862,ITEM1156,WH_IN_01,ADJUSTMENT,-442,15-07-2024
TXN00003863,ITEM1136,WH_IN_01,INVALID,450,29-12-2025
TXN00003864,ITEM0065,WH_US_01,INVALID,-179,26-06-2025
TXN00003865,ITEM1051,,ISSUE,-285,17-05-2024
TXN00003866,ITEM0462,,ISSUE,-483,27-04-2025
TXN00003867,ITEM0831,WH_IN_01,RECEIPT,-12,19-12-2025
TXN00003868,ITEM0807,,INVALID,-341,17-01-2025
TXN00003869,ITEM0065,WH_US_01,INVALID,-224,26-02-2024
TXN00003870,ITEM0491,WH_EU_01,ISSUE,31,03-12-2025
TXN00003871,ITEM0307,WH_IN_01,INVALID,-263,06-03-2024
TXN00003872,ITEM0256,,ISSUE,409,01-06-2024
TXN00003873,ITEM1108,,RECEIPT,-174,20-08-2024
TXN00003874,ITEM0272,,INVALID,14,08-03-2024
TXN00003875,ITEM0408,,ISSUE,409,30-08-2024
TXN00003876,ITEM0678,WH_EU_01,INVALID,-88,29-11-2024
TXN00003877,ITEM1171,WH_US_01,ADJUSTMENT,301,03-10-2024
TXN00003878,ITEM0273,WH_EU_01,ADJUSTMENT,-185,27-08-2025
TXN00003879,ITEM0292,WH_EU_01,ADJUSTMENT,-147,19-03-2025
TXN00003880,UNKNOWN,WH_IN_01,ADJUSTMENT,499,21-03-2024
TXN00003881,ITEM0486,WH_IN_01,INVALID,-90,13-12-2024
TXN00003882,ITEM0661,,ADJUSTMENT,69,20-04-2025
TXN00003883,ITEM0292,WH_EU_01,RECEIPT,67,02-07-2024
TXN00003884,ITEM0467,WH_EU_01,RECEIPT,-137,14-11-2024
TXN00003885,ITEM1048,WH_EU_01,ISSUE,99,19-02-2024
TXN00003886,ITEM0391,,INVALID,-450,03-01-2026
TXN00003887,ITEM0680,WH_EU_01,ISSUE,-49,14-02-2024
TXN00003888,ITEM1049,WH_IN_01,RECEIPT,423,20-09-2025
TXN00003889,ITEM0670,WH_EU_01,RECEIPT,378,25-11-2025
TXN00003890,ITEM0953,WH_US_01,INVALID,-372,06-07-2024
TXN00003891,ITEM0934,WH_EU_01,ADJUSTMENT,-2,30-11-2024
TXN00003892,ITEM0553,WH_IN_01,RECEIPT,-120,11-09-2025
TXN00003893,ITEM0977,WH_EU_01,ADJUSTMENT,-343,20-10-2024
TXN00003894,ITEM0676,WH_IN_01,ADJUSTMENT,129,27-12-2024
TXN00003895,ITEM0846,,ISSUE,-116,23-10-2025
TXN00003896,UNKNOWN,,RECEIPT,113,07-10-2024
TXN00003897,ITEM0207,WH_IN_01,ISSUE,322,10-10-2024
TXN00003898,ITEM1117,WH_US_01,ADJUSTMENT,-454,21-03-2024
TXN00003899,ITEM1060,WH_IN_01,ISSUE,-179,31-07-2024
TXN00003900,ITEM0035,WH_EU_01,ISSUE,-144,27-05-2025
TXN00003901,ITEM1073,WH_EU_01,ISSUE,144,27-07-2024
TXN00003902,ITEM1133,,ISSUE,-152,07-02-2025
TXN00003903,ITEM0249,WH_US_01,RECEIPT,247,08-12-2024
TXN00003904,ITEM0417,WH_EU_01,ISSUE,-44,07-07-2024
TXN00003905,ITEM0742,,ISSUE,25,24-02-2024
TXN00003906,ITEM1134,WH_EU_01,INVALID,52,26-05-2024
TXN00003907,ITEM0718,WH_IN_01,RECEIPT,333,26-11-2025
TXN00003908,ITEM0486,WH_EU_01,ADJUSTMENT,166,27-10-2025
TXN00003909,ITEM0873,WH_EU_01,ISSUE,134,12-06-2025
TXN00003910,ITEM0276,,INVALID,46,06-03-2025
TXN00003911,ITEM0367,WH_IN_01,INVALID,67,29-06-2025
TXN00003912,ITEM0144,WH_IN_01,RECEIPT,-222,28-07-2025
TXN00003913,ITEM0498,WH_EU_01,ISSUE,-498,31-05-2025
TXN00003914,ITEM0513,WH_IN_01,ADJUSTMENT,131,24-08-2025
TXN00003915,ITEM0461,,INVALID,39,19-10-2025
TXN00003916,ITEM0534,WH_EU_01,RECEIPT,-457,15-06-2025
TXN00003917,ITEM0029,,RECEIPT,146,03-06-2024
TXN00003918,ITEM0398,WH_IN_01,ISSUE,124,10-01-2026
TXN00003919,ITEM0775,WH_IN_01,RECEIPT,209,16-01-2026
TXN00003920,ITEM0632,WH_EU_01,INVALID,213,10-03-2025
TXN00003921,ITEM0878,WH_IN_01,ADJUSTMENT,-311,27-02-2025
TXN00003922,ITEM1087,WH_IN_01,ADJUSTMENT,-396,06-08-2025
TXN00003923,ITEM0782,WH_EU_01,INVALID,242,16-11-2024
TXN00003924,ITEM0680,WH_IN_01,RECEIPT,-412,25-10-2025
TXN00003925,ITEM0387,WH_EU_01,ADJUSTMENT,-473,11-02-2025
TXN00003926,ITEM0626,,INVALID,226,28-01-2024
TXN00003927,ITEM0729,WH_US_01,ADJUSTMENT,-327,01-05-2025
TXN00003928,ITEM0641,,INVALID,-316,13-03-2024
TXN00003929,ITEM1122,WH_EU_01,ISSUE,-133,13-02-2024
TXN00003930,ITEM0450,WH_US_01,ISSUE,400,06-12-2024
TXN00003931,ITEM0184,,INVALID,-301,20-02-2024
TXN00003932,ITEM1091,WH_US_01,ADJUSTMENT,408,02-09-2024
TXN00003933,ITEM0921,,INVALID,361,21-05-2024
TXN00003934,ITEM0970,WH_IN_01,RECEIPT,-413,23-03-2025
TXN00003935,ITEM1031,WH_IN_01,ADJUSTMENT,261,27-03-2025
TXN00003936,ITEM0574,WH_US_01,ISSUE,206,05-03-2025
TXN00003937,ITEM0114,WH_US_01,RECEIPT,-296,24-11-2024
TXN00003938,ITEM0608,WH_US_01,ISSUE,-317,10-01-2026
TXN00003939,ITEM0674,WH_EU_01,RECEIPT,266,05-11-2025
TXN00003940,ITEM0832,WH_US_01,INVALID,376,15-07-2024
TXN00003941,ITEM0286,WH_IN_01,ISSUE,154,12-08-2025
TXN00003942,ITEM0728,WH_IN_01,RECEIPT,-271,30-08-2024
TXN00003943,ITEM0453,,INVALID,93,26-05-2025
TXN00003944,ITEM1122,WH_IN_01,ISSUE,21,11-01-2025
TXN00003945,ITEM1163,WH_US_01,INVALID,-73,09-01-2025
TXN00003946,ITEM0168,WH_IN_01,INVALID,336,02-01-2026
TXN00003947,ITEM1072,WH_US_01,RECEIPT,142,18-03-2025
TXN00003948,ITEM1091,WH_IN_01,ADJUSTMENT,88,17-12-2025
TXN00003949,ITEM0395,WH_IN_01,ISSUE,-337,14-03-2025
TXN00003950,ITEM0676,WH_EU_01,INVALID,167,18-07-2025
TXN00003951,ITEM0597,WH_EU_01,ADJUSTMENT,-157,01-01-2025
TXN00003952,ITEM0858,WH_IN_01,ADJUSTMENT,48,10-08-2025
TXN00003953,ITEM0464,WH_EU_01,ADJUSTMENT,-421,08-04-2024
TXN00003954,ITEM0124,WH_IN_01,ISSUE,251,02-03-2024
TXN00003955,ITEM0894,,INVALID,372,29-12-2025
TXN00003956,ITEM0867,,RECEIPT,-373,26-01-2025
TXN00003957,ITEM0486,WH_US_01,RECEIPT,327,10-11-2025
TXN00003958,ITEM0516,WH_EU_01,ADJUSTMENT,-204,06-12-2024
TXN00003959,ITEM0236,WH_US_01,ADJUSTMENT,456,18-01-2025
TXN00003960,ITEM1151,,RECEIPT,-64,03-09-2025
TXN00003961,ITEM0455,,INVALID,-95,19-02-2025
TXN00003962,ITEM0143,WH_EU_01,ADJUSTMENT,465,31-05-2024
TXN00003963,ITEM1087,WH_US_01,INVALID,-177,11-07-2025
TXN00003964,ITEM1189,WH_IN_01,INVALID,436,16-01-2026
TXN00003965,ITEM0463,WH_US_01,RECEIPT,-283,20-01-2025
TXN00003966,ITEM0208,WH_US_01,ADJUSTMENT,234,24-04-2025
TXN00003967,ITEM0942,WH_US_01,INVALID,282,11-04-2025
TXN00003968,ITEM1164,WH_EU_01,ISSUE,77,09-07-2024
TXN00003969,ITEM0178,WH_EU_01,INVALID,74,10-12-2024
TXN00003970,ITEM0892,,ADJUSTMENT,167,17-10-2024
TXN00003971,ITEM1120,WH_EU_01,INVALID,495,23-02-2024
TXN00003972,ITEM0679,,ISSUE,352,01-01-2026
TXN00003973,ITEM0192,,ADJUSTMENT,-210,15-12-2025
TXN00003974,ITEM0044,,ADJUSTMENT,-3,30-08-2025
TXN00003975,ITEM0014,WH_IN_01,ISSUE,-200,25-09-2025
TXN00003976,ITEM0688,WH_EU_01,ISSUE,-34,22-06-2024
TXN00003977,ITEM1015,WH_US_01,ISSUE,-487,06-08-2024
TXN00003978,ITEM0719,,INVALID,-389,26-07-2025
TXN00003979,ITEM1110,WH_US_01,RECEIPT,-125,30-04-2024
TXN00003980,ITEM0765,WH_US_01,ISSUE,-306,12-09-2025
TXN00003981,ITEM0601,WH_US_01,ISSUE,-299,27-05-2025
TXN00003982,ITEM0131,WH_EU_01,RECEIPT,192,14-04-2024
TXN00003983,ITEM0426,WH_IN_01,INVALID,359,31-12-2024
TXN00003984,ITEM0994,,ADJUSTMENT,410,06-11-2025
TXN00003985,ITEM0961,WH_EU_01,INVALID,-16,27-06-2025
TXN00003986,ITEM0486,,RECEIPT,-492,01-06-2025
TXN00003987,ITEM0099,WH_IN_01,ISSUE,-468,25-09-2025
TXN00003988,ITEM0769,,ISSUE,-423,02-09-2024
TXN00003989,ITEM0974,,RECEIPT,203,24-03-2025
TXN00003990,ITEM0272,WH_IN_01,RECEIPT,-196,17-08-2025
TXN00003991,ITEM0583,WH_IN_01,ADJUSTMENT,363,10-10-2024
TXN00003992,ITEM0243,,INVALID,373,03-03-2025
TXN00003993,ITEM0090,,ISSUE,110,11-02-2024
TXN00003994,ITEM1055,WH_EU_01,ADJUSTMENT,-303,29-01-2025
TXN00003995,ITEM0586,WH_EU_01,INVALID,-145,10-04-2024
TXN00003996,ITEM0815,WH_IN_01,ADJUSTMENT,343,27-10-2025
TXN00003997,ITEM1081,WH_IN_01,ISSUE,-43,19-09-2025
TXN00003998,ITEM0978,WH_IN_01,ADJUSTMENT,400,30-08-2024
TXN00003999,ITEM1076,WH_EU_01,ISSUE,-296,28-05-2024
TXN00004000,ITEM0445,WH_IN_01,INVALID,-352,01-03-2024
TXN00004001,ITEM0548,WH_US_01,RECEIPT,-480,11-06-2025
TXN00004002,ITEM0203,WH_US_01,ISSUE,70,29-04-2024
TXN00004003,ITEM0972,,RECEIPT,143,20-02-2024
TXN00004004,ITEM0635,,ISSUE,470,09-02-2025
TXN00004005,ITEM0428,WH_IN_01,ISSUE,-438,04-01-2025
TXN00004006,ITEM0819,WH_IN_01,ISSUE,446,06-02-2024
TXN00004007,ITEM1173,WH_EU_01,ISSUE,-213,08-02-2024
TXN00004008,ITEM0216,WH_US_01,ISSUE,311,17-11-2024
TXN00004009,ITEM0531,WH_EU_01,ADJUSTMENT,478,14-12-2025
TXN00004010,ITEM0707,WH_US_01,RECEIPT,-231,20-07-2024
TXN00004011,ITEM0691,WH_IN_01,RECEIPT,193,03-01-2025
TXN00004012,ITEM0995,WH_IN_01,RECEIPT,-470,01-08-2025
TXN00004013,ITEM0358,WH_IN_01,RECEIPT,-445,28-02-2024
TXN00004014,ITEM0903,,ISSUE,-9,27-10-2025
TXN00004015,ITEM0888,WH_EU_01,ADJUSTMENT,-123,06-06-2025
TXN00004016,ITEM0074,WH_EU_01,ADJUSTMENT,248,27-08-2025
TXN00004017,ITEM0806,WH_IN_01,ISSUE,417,27-07-2025
TXN00004018,ITEM0026,WH_IN_01,INVALID,116,25-04-2024
TXN00004019,ITEM0686,,ADJUSTMENT,-249,28-10-2025
TXN00004020,ITEM1058,WH_US_01,ISSUE,122,12-09-2024
TXN00004021,ITEM1197,WH_US_01,ISSUE,149,26-03-2025
TXN00004022,ITEM0045,WH_IN_01,RECEIPT,-336,19-09-2024
TXN00004023,ITEM0146,WH_IN_01,ISSUE,200,17-03-2024
TXN00004024,ITEM0828,WH_EU_01,RECEIPT,-419,06-08-2025
TXN00004025,ITEM0219,,INVALID,-358,05-10-2025
TXN00004026,ITEM1053,WH_IN_01,INVALID,86,12-09-2025
TXN00004027,ITEM0496,WH_US_01,RECEIPT,315,18-06-2025
TXN00004028,ITEM0733,WH_EU_01,ADJUSTMENT,-468,06-06-2024
TXN00004029,ITEM0960,,RECEIPT,306,10-02-2024
TXN00004030,ITEM0510,WH_US_01,ADJUSTMENT,25,21-02-2024
TXN00004031,ITEM0740,WH_US_01,RECEIPT,-382,16-04-2024
TXN00004032,ITEM0916,,ISSUE,451,05-02-2025
TXN00004033,ITEM0068,WH_US_01,INVALID,-339,10-11-2024
TXN00004034,ITEM0941,WH_US_01,RECEIPT,336,20-01-2026
TXN00004035,ITEM1041,WH_EU_01,ISSUE,-151,08-09-2024
TXN00004036,ITEM1157,WH_EU_01,INVALID,-298,01-09-2025
TXN00004037,ITEM0075,,ADJUSTMENT,-54,17-12-2024
TXN00004038,ITEM1174,,ISSUE,372,04-02-2024
TXN00004039,ITEM0592,WH_IN_01,ADJUSTMENT,-387,14-08-2025
TXN00004040,ITEM0488,WH_EU_01,ISSUE,472,02-08-2025
TXN00004041,ITEM0688,WH_EU_01,ADJUSTMENT,100,09-07-2024
TXN00004042,ITEM0727,WH_EU_01,ISSUE,75,28-02-2025
TXN00004043,ITEM0320,WH_US_01,INVALID,242,15-12-2024
TXN00004044,ITEM1003,WH_IN_01,ISSUE,401,19-03-2025
TXN00004045,ITEM0504,WH_EU_01,RECEIPT,-318,17-07-2024
TXN00004046,ITEM1122,,ADJUSTMENT,-31,08-02-2025
TXN00004047,ITEM0390,,ISSUE,316,04-03-2024
TXN00004048,ITEM0935,WH_EU_01,ADJUSTMENT,-275,13-07-2025
TXN00004049,ITEM0274,WH_EU_01,INVALID,-107,23-05-2024
TXN00004050,ITEM1130,,INVALID,-110,29-12-2024
TXN00004051,ITEM0149,WH_IN_01,INVALID,-415,30-12-2024
TXN00004052,ITEM0937,WH_IN_01,INVALID,285,25-08-2025
TXN00004053,ITEM1160,,ADJUSTMENT,-239,23-07-2024
TXN00004054,ITEM0113,WH_IN_01,ADJUSTMENT,-60,27-11-2024
TXN00004055,ITEM1053,,ADJUSTMENT,234,02-12-2024
TXN00004056,ITEM0275,WH_US_01,ISSUE,95,03-07-2024
TXN00004057,ITEM0411,WH_US_01,ADJUSTMENT,-298,13-03-2025
TXN00004058,ITEM0177,WH_US_01,ISSUE,-467,14-02-2025
TXN00004059,ITEM0190,WH_IN_01,RECEIPT,310,28-12-2024
TXN00004060,ITEM0729,WH_EU_01,RECEIPT,-464,28-08-2025
TXN00004061,ITEM0239,,ISSUE,-359,06-10-2025
TXN00004062,ITEM0667,,INVALID,167,01-05-2024
TXN00004063,ITEM0556,WH_US_01,INVALID,416,22-05-2024
TXN00004064,ITEM0544,WH_IN_01,ADJUSTMENT,229,30-08-2025
TXN00004065,ITEM1128,WH_US_01,INVALID,-213,12-03-2024
TXN00004066,ITEM0096,,ADJUSTMENT,59,01-11-2024
TXN00004067,ITEM0020,,ADJUSTMENT,-258,29-02-2024
TXN00004068,ITEM0614,WH_EU_01,INVALID,110,18-11-2024
TXN00004069,ITEM0727,WH_IN_01,ISSUE,-347,02-05-2025
TXN00004070,ITEM0611,,RECEIPT,-406,22-07-2024
