po_id,supplier_id,po_date,currency,po_status,total_po_amount
PO000465,S00154,21-06-2024,INR,CANCELLED,498298.7
PO000466,S00428,01-12-2025,USD,CREATED,332813.93
PO000467,S00233,18-02-2025,INR,APPROVED,479242.89
PO000468,S00356,15-08-2025,EUR,CANCELLED,457545.88
PO000469,S00490,01-01-2025,USD,CANCELLED,124578.23
PO000470,S00377,25-08-2025,EUR,CREATED,455224.64
PO000471,S00427,26-09-2024,EUR,CANCELLED,240836.38
PO000472,S00155,16-11-2025,INR,CLOSED,254516.82
PO000473,S00492,01-04-2024,USD,APPROVED,485672.53
PO000474,S00402,18-07-2024,,CREATED,311601.2
PO000475,S00109,10-09-2024,INR,CANCELLED,417010.86
PO000476,S00107,22-01-2025,,CANCELLED,321513.39
PO000477,S00488,27-05-2024,USD,APPROVED,6995.24
PO000478,S00374,04-02-2025,EUR,CREATED,39198.05
PO000479,S00028,01-01-2026,INR,CLOSED,276832.52
PO000480,S00300,13-11-2024,INR,CLOSED,200854.55
PO000481,S00235,04-09-2024,GBP,CANCELLED,154784.14
PO000482,S00203,09-03-2025,USD,CREATED,318918.49
PO000483,S00322,20-07-2024,USD,CREATED,348945.43
PO000484,S00038,29-10-2025,EUR,CREATED,141367.48
PO000485,S00358,30-12-2025,EUR,CREATED,137166.31
PO000486,S00481,02-08-2024,GBP,CANCELLED,194532.2
PO000487,S00345,26-03-2024,USD,CANCELLED,73943.35
PO000488,S00115,25-10-2025,INR,CANCELLED,397369.07
PO000489,S00441,24-04-2024,,CLOSED,479867.8
PO000490,S00075,05-07-2025,EUR,CLOSED,478482.78
PO000491,S00006,09-04-2025,,APPROVED,57233.76
PO000492,S00003,30-03-2024,,CANCELLED,266261.78
PO000493,S00491,27-07-2024,USD,CLOSED,101076.71
PO000494,S00386,16-04-2025,EUR,APPROVED,203390.52
PO000495,S00337,12-02-2024,,APPROVED,76281.95
PO000496,S00116,13-03-2025,,CLOSED,93134.74
PO000497,S00094,16-06-2024,,CREATED,424950.8
PO000498,S00484,15-01-2025,,CANCELLED,320560.63
PO000499,S00038,08-01-2026,EUR,CREATED,121597.25
PO000500,S00103,30-11-2025,,CANCELLED,475527.65
PO000501,S00186,01-03-2024,INR,APPROVED,45522.75
PO000502,S00323,04-02-2024,USD,APPROVED,155481.9
PO000503,S00235,12-07-2024,EUR,CLOSED,345196.36
PO000504,S00080,05-12-2024,,CLOSED,402888.38
PO000505,S00498,05-04-2025,GBP,APPROVED,-2559.9
PO000506,S00129,07-01-2025,INR,CANCELLED,134723.32
PO000507,S00188,02-03-2024,INR,CLOSED,438332.34
PO000508,S00242,28-12-2024,GBP,CLOSED,386257.32
PO000509,S00255,06-12-2025,,CREATED,83763.93
PO000510,S00316,31-03-2024,USD,CLOSED,428650.4
PO000511,S00073,08-05-2025,,APPROVED,127933.5
PO000512,S00460,11-05-2024,USD,CREATED,445513.12
PO000513,S00441,21-02-2024,,CREATED,405384.41
PO000514,S00302,28-08-2024,GBP,APPROVED,452683.31
PO000515,S00288,02-11-2024,EUR,CANCELLED,325223.61
PO000516,S00078,07-01-2026,EUR,CANCELLED,107769.86
PO000517,S00402,03-11-2025,,CLOSED,62610.04
PO000518,S00262,21-08-2024,,CREATED,195376.5
PO000519,S00263,09-10-2024,USD,APPROVED,423230.83
PO000520,S00419,11-01-2026,,APPROVED,377389.07
PO000521,S00073,17-09-2024,GBP,APPROVED,85468.32
PO000522,S00492,26-04-2025,,APPROVED,366639.5
PO000523,S00253,09-12-2024,EUR,CREATED,105503.65
PO000524,S00255,07-07-2024,INR,CREATED,128500.34
PO000525,S00122,21-07-2025,USD,APPROVED,256532.04
PO000526,S00412,27-06-2025,EUR,CANCELLED,232185.49
PO000527,S00237,02-03-2025,USD,CREATED,490197.84
PO000528,S00169,20-10-2024,USD,CLOSED,416610.49
PO000529,S00137,02-09-2024,,APPROVED,185213.08
PO000530,S00197,09-06-2024,EUR,CREATED,255914.76
PO000531,S00196,15-06-2025,INR,CANCELLED,173213.49
PO000532,S00451,13-03-2025,EUR,CANCELLED,395292.01
PO000533,S00461,13-03-2024,,CREATED,248427.68
PO000534,S00073,21-03-2025,GBP,APPROVED,111145.34
PO000535,S00269,23-07-2024,EUR,APPROVED,70871.41
PO000536,S00082,22-08-2025,EUR,CREATED,328860.37
PO000537,S00217,10-11-2025,EUR,CREATED,238165.91
PO000538,S00251,10-09-2024,GBP,APPROVED,293349.4
PO000539,S00338,12-11-2025,GBP,CREATED,118053.51
PO000540,S00067,18-10-2024,,APPROVED,63035.64
PO000541,S00268,16-05-2025,USD,APPROVED,23235.56
PO000542,S00135,26-10-2025,INR,CANCELLED,297675.55
PO000543,S00294,11-11-2025,USD,CLOSED,473363.2
PO000544,S00112,21-01-2026,GBP,CANCELLED,432987.71
PO000545,S00089,29-02-2024,INR,CANCELLED,298423.55
PO000546,S00413,08-08-2025,,APPROVED,309721.93
PO000547,S00267,20-03-2024,EUR,APPROVED,360714.33
PO000548,S00179,20-06-2025,GBP,CREATED,111055.96
PO000549,S00201,07-03-2025,INR,CREATED,3364.13
PO000550,S00273,06-01-2026,,CANCELLED,412389.66
PO000551,S00316,29-11-2024,USD,APPROVED,235313.94
PO000552,S00320,05-05-2024,,CREATED,438265.08
PO000553,S00278,12-01-2026,,CREATED,42060.93
PO000554,S00344,10-02-2024,INR,CREATED,447969.32
PO000555,S00403,15-05-2025,GBP,CANCELLED,182040.61
PO000556,S00023,16-06-2024,,CANCELLED,110890.56
PO000557,S00417,09-12-2025,GBP,CANCELLED,172011.5
PO000558,S00418,02-01-2026,,CREATED,209872.15
PO000559,S00133,13-05-2025,GBP,APPROVED,454593.11
PO000560,S00043,27-09-2024,EUR,CANCELLED,125191.51
PO000561,S00003,29-11-2024,USD,CREATED,257479.73
PO000562,S00196,20-08-2024,INR,CLOSED,201466.76
PO000563,S00055,30-03-2025,INR,CANCELLED,324045.85
PO000564,S00132,14-02-2025,EUR,CANCELLED,280158.47
PO000565,S00319,11-07-2025,EUR,CANCELLED,376260.81
PO000566,S00216,11-07-2024,,CANCELLED,85253.4
PO000567,S00292,03-02-2025,,CANCELLED,123157.71
PO000568,S00161,14-02-2024,,CLOSED,385968.21
PO000569,S00207,07-10-2024,INR,CREATED,372646.17
PO000570,S00233,06-10-2025,INR,CREATED,103301.36
PO000571,S00209,18-05-2024,EUR,CREATED,76172.69
PO000572,INVALID_SUP,19-07-2025,USD,CREATED,410744.01
PO000573,S00247,24-12-2025,,CANCELLED,39511.05
PO000574,S00137,27-09-2025,INR,CLOSED,35420.07
PO000575,S00020,28-12-2025,GBP,CANCELLED,305052.62
PO000576,S00272,19-03-2024,EUR,CREATED,472586.51
PO000577,S00426,07-09-2024,INR,CANCELLED,216680.88
PO000578,S00105,22-04-2025,,CLOSED,93346.98
PO000579,S00408,15-12-2024,,APPROVED,305670.94
PO000580,S00352,17-05-2024,USD,CLOSED,115824.6
PO000581,S00001,02-02-2024,INR,CREATED,498392.66
PO000582,S00406,21-12-2025,GBP,CLOSED,333179.33
PO000583,S00211,13-09-2025,,APPROVED,256460.06
PO000584,S00384,13-09-2024,USD,CREATED,272544.29
PO000585,S00378,08-12-2025,,CLOSED,170474.92
PO000586,S00424,20-12-2024,EUR,APPROVED,301213.52
PO000587,S00101,22-12-2025,GBP,CANCELLED,285327.89
PO000588,S00136,12-08-2024,INR,CANCELLED,250650.24
PO000589,S00292,17-10-2025,USD,CLOSED,166682.78
PO000590,S00060,19-08-2025,,CLOSED,437437.09
PO000591,S00423,09-09-2024,,CLOSED,345566.89
PO000592,S00197,03-09-2025,,CANCELLED,383833.43
PO000593,S00394,08-02-2024,EUR,CANCELLED,339205.31
PO000594,S00466,15-04-2024,,CREATED,238394.93
PO000595,S00135,08-12-2024,USD,CANCELLED,314999.21
PO000596,S00115,20-03-2024,INR,CLOSED,203275.12
PO000597,S00184,28-05-2024,,CREATED,348913.37
PO000598,S00137,24-09-2024,INR,CLOSED,41969.76
PO000599,S00351,19-02-2024,EUR,CREATED,275048.51
PO000600,S00093,18-02-2024,GBP,CLOSED,173536.65
PO000601,S00464,25-06-2024,,CLOSED,87306.15
PO000602,S00389,11-11-2024,INR,CANCELLED,367241.69
PO000603,S00123,23-11-2024,INR,CLOSED,99423.21
PO000604,S00105,25-10-2025,INR,CLOSED,73777.76
PO000605,S00055,25-01-2025,USD,CREATED,336285.12
PO000606,S00346,31-05-2024,GBP,CREATED,380943.33
PO000607,S00283,12-12-2024,USD,CANCELLED,182454.25
PO000608,S00165,16-10-2024,GBP,CLOSED,242856.7
PO000609,S00398,23-12-2025,,CLOSED,195929.15
PO000610,S00391,26-07-2024,,APPROVED,22344.83
PO000611,S00416,22-09-2025,GBP,CANCELLED,469525.48
PO000612,S00017,08-12-2025,,CLOSED,193827.05
PO000613,S00358,17-01-2026,INR,CANCELLED,488136.13
PO000614,S00364,20-11-2025,,CANCELLED,154403.89
PO000615,S00005,15-07-2025,USD,APPROVED,186611.14
PO000616,S00052,04-06-2025,EUR,CLOSED,304452.94
PO000617,S00135,28-08-2025,INR,CLOSED,114755.27
PO000618,S00247,02-02-2025,,CLOSED,179791.7
PO000619,S00261,30-09-2025,GBP,APPROVED,206641.94
PO000620,S00392,13-01-2026,EUR,CLOSED,426434.67
PO000621,S00147,27-09-2024,GBP,APPROVED,283561.91
PO000622,S00300,28-01-2025,INR,CREATED,359011.81
PO000623,S00418,15-10-2025,INR,CANCELLED,427435.91
PO000624,S00102,23-12-2024,INR,APPROVED,233858.45
PO000625,S00005,23-01-2026,INR,CANCELLED,247296.9
PO000626,S00464,17-06-2024,,CLOSED,391593.13
PO000627,S00157,14-01-2026,EUR,CREATED,196192.96
PO000628,S00360,26-04-2025,INR,CREATED,103811
PO000629,S00133,23-01-2026,GBP,CREATED,222176.68
PO000630,S00175,12-12-2024,EUR,CLOSED,176954.82
PO000631,S00291,24-12-2025,EUR,CLOSED,5016.84
PO000632,S00064,20-10-2024,EUR,APPROVED,286311.15
PO000633,S00339,10-05-2024,,APPROVED,489583.43
PO000634,S00149,23-10-2024,EUR,CLOSED,334962.38
PO000635,S00255,14-12-2025,GBP,CREATED,187440.85
PO000636,S00150,16-03-2024,GBP,APPROVED,433470.11
PO000637,S00334,04-10-2025,EUR,CANCELLED,313793.07
PO000638,S00298,06-04-2025,GBP,CREATED,34951.52
PO000639,S00179,15-04-2025,INR,CLOSED,155023.51
PO000640,S00153,16-10-2024,EUR,CANCELLED,131980.29
PO000641,S00232,30-09-2024,EUR,CANCELLED,204064.48
PO000642,S00096,19-05-2024,USD,APPROVED,362525.07
PO000643,S00345,09-04-2025,EUR,CREATED,101338.6
PO000644,S00207,09-05-2025,USD,CREATED,27215.16
PO000645,S00456,20-03-2024,GBP,CREATED,8314.28
PO000646,S00207,16-11-2024,,CREATED,47483.84
PO000647,S00322,30-08-2024,INR,CREATED,325690.5
PO000648,S00460,08-10-2025,GBP,CLOSED,110824.76
PO000649,S00384,21-06-2024,EUR,CANCELLED,311372.75
PO000650,S00069,22-03-2025,,APPROVED,9428.5
PO000651,S00346,27-09-2024,EUR,CLOSED,431441.78
PO000652,S00245,15-02-2024,,CLOSED,272015.36
PO000653,S00071,23-01-2025,,APPROVED,293369.62
PO000654,S00238,26-02-2025,,CANCELLED,259347.2
PO000655,S00334,15-03-2024,,CLOSED,454006.19
PO000656,S00252,09-05-2024,,APPROVED,401377.42
PO000657,S00231,12-11-2025,EUR,CLOSED,203162.92
PO000658,S00081,22-08-2024,EUR,CREATED,-4953.37
PO000659,S00424,12-02-2024,INR,CLOSED,139814.94
PO000660,S00279,30-05-2024,USD,CANCELLED,473213.54
PO000661,S00250,31-05-2024,EUR,CREATED,381763.95
PO000662,S00415,15-08-2024,EUR,APPROVED,397367.53
PO000663,S00286,06-09-2025,EUR,APPROVED,202926.61
PO000664,S00293,04-06-2025,GBP,CANCELLED,121197.54
PO000665,S00373,25-12-2025,GBP,CANCELLED,106399.18
PO000666,S00041,04-10-2024,GBP,APPROVED,255888.08
PO000667,S00416,15-06-2024,,CLOSED,138761.81
PO000668,S00387,29-01-2024,,CLOSED,203516.46
PO000669,S00443,23-03-2024,USD,APPROVED,63995.14
PO000670,S00057,03-12-2025,GBP,CANCELLED,132427.74
PO000671,S00324,09-09-2024,GBP,APPROVED,156925.08
PO000672,S00079,16-05-2025,USD,CREATED,88898.49
PO000673,S00053,20-09-2024,EUR,CLOSED,58144.8
PO000674,S00229,08-10-2025,USD,APPROVED,40549.48
PO000675,S00008,02-05-2024,GBP,APPROVED,167665.99
PO000676,S00163,17-04-2024,GBP,CLOSED,229160.66
PO000677,S00412,18-08-2024,USD,CLOSED,35512.66
PO000678,S00391,27-12-2025,INR,CREATED,129584.31
PO000679,S00204,13-04-2025,USD,CANCELLED,86709.89
PO000680,S00465,05-09-2024,EUR,CANCELLED,413267.28
PO000681,S00064,05-10-2024,INR,CANCELLED,384468.79
PO000682,S00231,04-06-2025,INR,CREATED,95585.84
PO000683,S00383,14-11-2024,USD,APPROVED,233776.9
PO000684,S00355,19-07-2025,EUR,CLOSED,75098.78
PO000685,S00379,27-06-2025,USD,CREATED,122922.93
PO000686,S00333,17-04-2025,EUR,APPROVED,177015.46
PO000687,S00027,04-10-2024,INR,CREATED,114162.75
PO000688,S00227,29-09-2025,EUR,CREATED,79516.98
PO000689,S00145,13-04-2025,,CREATED,194883.19
PO000690,S00127,03-04-2025,USD,CREATED,288443.9
PO000691,S00360,21-04-2025,GBP,APPROVED,182556.32
PO000692,S00046,19-01-2025,INR,APPROVED,247459.2
PO000693,S00358,25-02-2025,,CLOSED,465078.64
PO000694,S00395,11-12-2025,USD,CREATED,174536.43
PO000695,S00080,22-07-2025,,CREATED,58542.87
PO000696,S00122,30-08-2024,EUR,CLOSED,401790.32
PO000697,S00229,10-09-2025,INR,CREATED,343071.24
PO000698,S00187,15-05-2024,INR,CLOSED,448824.84
PO000699,S00254,09-11-2024,GBP,CLOSED,269080.71
PO000700,S00256,22-09-2024,INR,APPROVED,269528.37
PO000701,S00169,06-05-2024,GBP,CLOSED,433169.23
PO000702,S00312,29-09-2024,,APPROVED,29782.67
PO000703,S00081,23-05-2024,GBP,CLOSED,408806.37
PO000704,S00283,07-01-2026,EUR,CANCELLED,-4636.49
PO000705,S00333,25-11-2024,,CANCELLED,365497.16
PO000706,S00459,13-03-2024,USD,CLOSED,386888.37
PO000707,S00125,29-03-2024,EUR,CREATED,327436.16
PO000708,S00281,28-04-2024,GBP,APPROVED,259655.23
PO000709,S00260,27-12-2025,,APPROVED,304584.82
PO000710,S00169,07-07-2025,GBP,CLOSED,50784.39
PO000711,S00273,30-04-2025,USD,CREATED,416772.65
PO000712,S00068,12-06-2024,INR,CREATED,97049.91
PO000713,S00254,14-03-2024,INR,CREATED,11067.66
PO000714,S00335,18-07-2024,GBP,CANCELLED,260539.79
PO000715,S00366,09-10-2024,,CLOSED,19788.24
PO000716,S00116,19-11-2025,,CREATED,1608.49
PO000717,S00478,24-08-2025,INR,CANCELLED,463843.88
PO000718,S00433,12-05-2025,USD,CANCELLED,399515.07
PO000719,S00032,23-07-2025,EUR,CANCELLED,410123.39
PO000720,S00413,30-10-2024,USD,CLOSED,262155.52
PO000721,S00382,17-07-2024,USD,CLOSED,34357.36
PO000722,S00112,03-12-2024,,CREATED,46118.69
PO000723,S00121,23-04-2025,,CANCELLED,90677.51
PO000724,S00275,12-07-2025,INR,APPROVED,277003.86
PO000725,S00291,06-05-2025,GBP,CREATED,381973.13
PO000726,S00301,16-06-2024,EUR,CANCELLED,349787.96
PO000727,S00223,22-01-2026,USD,APPROVED,395193.11
PO000728,S00287,11-01-2025,GBP,CLOSED,327053.6
PO000729,S00279,11-07-2025,,CANCELLED,466427.58
PO000730,S00469,08-10-2025,EUR,CLOSED,421651.28
PO000731,S00216,11-04-2025,GBP,CLOSED,302248.75
PO000732,S00294,14-01-2026,,APPROVED,184406.85
PO000733,S00287,21-05-2025,EUR,CLOSED,480634.15
PO000734,S00234,04-12-2025,GBP,CREATED,361788.21
PO000735,S00149,12-07-2025,,CREATED,256392.73
PO000736,S00462,25-07-2024,EUR,CREATED,146668.65
PO000737,S00116,10-07-2025,INR,CLOSED,5959.19
PO000738,S00427,11-01-2025,EUR,APPROVED,42615
PO000739,S00241,28-01-2025,EUR,APPROVED,64896.14
PO000740,S00191,24-04-2024,,APPROVED,112662.05
PO000741,S00422,09-08-2025,EUR,CREATED,283096.02
PO000742,S00297,13-07-2025,INR,CREATED,360408.17
PO000743,S00412,05-08-2024,GBP,APPROVED,241579.58
PO000744,S00467,10-05-2025,,CREATED,295591.76
PO000745,S00157,06-10-2024,USD,CANCELLED,34631.08
PO000746,S00029,26-07-2025,EUR,CLOSED,439295.21
PO000747,S00227,23-04-2024,GBP,CREATED,434242.19
PO000748,S00119,20-04-2024,,CREATED,315112.99
PO000749,S00330,10-02-2025,GBP,CREATED,148915.61
PO000750,S00022,19-06-2024,EUR,APPROVED,160049.97
PO000751,S00364,26-01-2025,INR,APPROVED,20512.51
PO000752,S00381,05-12-2024,GBP,CANCELLED,375184.3
PO000753,S00300,19-06-2024,,CREATED,107153.24
PO000754,S00152,23-12-2024,GBP,APPROVED,61755.47
PO000755,S00043,31-12-2024,GBP,CREATED,271816.96
PO000756,S00137,14-01-2025,USD,CANCELLED,248420.67
PO000757,S00403,24-12-2025,INR,APPROVED,237865.86
PO000758,S00103,11-11-2024,GBP,CANCELLED,324385.46
PO000759,S00102,27-09-2024,,APPROVED,117369.12
PO000760,S00139,10-01-2026,GBP,CLOSED,340792.68
PO000761,S00300,26-03-2025,USD,CREATED,334232.51
PO000762,S00221,26-11-2024,EUR,CLOSED,91197.32
PO000763,S00180,20-09-2024,,CREATED,383689.05
PO000764,S00088,31-10-2025,EUR,CANCELLED,309706.99
PO000765,S00230,26-12-2024,USD,APPROVED,95841.03
PO000766,S00195,22-09-2025,INR,CREATED,51747.73
PO000767,S00028,28-10-2025,INR,APPROVED,433719.94
PO000768,S00426,23-08-2025,EUR,CREATED,168352.04
PO000769,S00418,13-01-2026,USD,CLOSED,222281.09
PO000770,S00012,01-02-2024,EUR,APPROVED,368706.56
PO000771,S00110,04-09-2024,INR,CLOSED,272144.03
PO000772,S00324,02-08-2024,INR,CREATED,185186.37
PO000773,S00470,06-03-2024,,CREATED,124005.45
PO000774,S00031,16-08-2025,EUR,APPROVED,393540.19
PO000775,S00322,11-09-2024,EUR,CREATED,229805.21
PO000776,S00490,08-05-2024,USD,CREATED,191265.8
PO000777,S00142,05-02-2025,EUR,CREATED,4634.55
PO000778,S00451,05-07-2024,GBP,APPROVED,489795.39
PO000779,S00266,06-03-2024,USD,CLOSED,239754.39
PO000780,S00311,01-12-2024,,CREATED,89140.78
PO000781,S00262,18-06-2024,GBP,CREATED,15074.96
PO000782,S00479,18-07-2025,,CLOSED,163452.67
PO000783,S00205,13-04-2024,INR,CREATED,170123.85
PO000784,S00184,16-08-2025,EUR,CLOSED,114283.41
PO000785,S00262,06-01-2025,EUR,CREATED,311025.14
PO000786,S00456,14-02-2024,GBP,CREATED,471789.03
PO000787,S00492,11-11-2025,EUR,APPROVED,71612.63
PO000788,S00466,11-01-2026,GBP,APPROVED,39336.48
PO000789,S00199,27-03-2024,,APPROVED,205753.33
PO000790,S00299,21-07-2024,INR,CANCELLED,485121.27
PO000791,S00472,26-12-2025,,CLOSED,221830.44
PO000792,S00069,02-07-2024,INR,APPROVED,288420.5
PO000793,S00357,07-10-2024,INR,APPROVED,151044.19
PO000794,S00368,17-02-2025,,APPROVED,212182.47
PO000795,S00472,24-08-2025,INR,APPROVED,155335.59
PO000796,S00291,22-10-2024,,CREATED,87988.28
PO000797,S00436,17-04-2025,INR,CREATED,381544.68
PO000798,S00457,20-03-2025,GBP,CANCELLED,148190.79
PO000799,S00388,25-03-2025,EUR,APPROVED,388449.48
PO000800,S00055,20-06-2024,INR,APPROVED,8230.1
PO000801,S00319,10-04-2024,,CLOSED,300830.28
PO000802,S00319,28-09-2025,INR,APPROVED,111610.75
PO000803,S00014,15-10-2025,EUR,CREATED,342511.35
PO000804,S00250,26-11-2025,INR,CANCELLED,354569.66
PO000805,S00195,09-10-2025,INR,CANCELLED,243180.03
PO000806,S00072,25-01-2025,INR,APPROVED,109267.9
PO000807,S00213,13-04-2025,USD,CLOSED,474850.01
PO000808,S00116,13-07-2024,INR,APPROVED,28398.84
PO000809,S00481,16-03-2025,GBP,CANCELLED,342370.67
PO000810,S00450,08-08-2025,GBP,APPROVED,210915.62
PO000811,S00404,24-02-2025,USD,CANCELLED,358701.46
PO000812,S00205,16-06-2024,,CREATED,257927.79
PO000813,S00236,25-04-2024,GBP,CREATED,438278.87
PO000814,S00128,16-07-2025,,CANCELLED,491834.48
PO000815,S00021,02-01-2026,,CANCELLED,255643.97
PO000816,S00329,02-12-2024,USD,APPROVED,142045.58
PO000817,S00207,20-06-2025,EUR,CLOSED,227980.32
PO000818,S00221,02-07-2025,EUR,CREATED,343426.24
PO000819,S00469,16-07-2024,INR,CANCELLED,414096.22
PO000820,S00236,20-01-2026,USD,CREATED,85784.55
PO000821,S00305,25-07-2025,,APPROVED,193498.69
PO000822,S00169,08-07-2025,GBP,CREATED,85333.68
PO000823,S00308,26-04-2025,INR,CANCELLED,40540.73
PO000824,S00169,30-07-2024,INR,CREATED,41051.58
PO000825,S00368,28-10-2024,GBP,CLOSED,38079.8
PO000826,S00369,23-09-2024,GBP,APPROVED,186232.71
PO000827,S00198,01-08-2025,USD,APPROVED,455687.65
PO000828,S00295,11-06-2024,INR,APPROVED,433753.36
PO000829,S00093,10-07-2025,USD,CANCELLED,150571.41
PO000830,S00380,02-02-2025,GBP,CLOSED,311358.69
PO000831,S00062,24-02-2025,INR,APPROVED,-3215.89
PO000832,S00398,27-04-2024,EUR,CREATED,226614.54
PO000833,S00444,27-08-2024,GBP,CREATED,302031.89
PO000834,S00258,23-10-2024,INR,APPROVED,292375.48
PO000835,S00249,25-12-2024,GBP,CANCELLED,218147.06
PO000836,S00313,26-10-2024,,CREATED,118580.15
PO000837,S00286,26-03-2024,EUR,APPROVED,19703.99
PO000838,S00077,21-07-2024,USD,CLOSED,13544.13
PO000839,S00444,17-11-2025,USD,CLOSED,162211.1
PO000840,S00045,06-06-2024,USD,CREATED,205563.25
PO000841,S00093,28-06-2025,INR,CLOSED,303600.33
PO000842,S00361,10-09-2025,,APPROVED,482978.1
PO000843,S00390,24-12-2025,,CLOSED,465397.31
PO000844,S00048,24-06-2024,EUR,CLOSED,181127.56
PO000845,S00198,02-09-2024,USD,CANCELLED,420871.36
PO000846,S00034,24-11-2024,EUR,CANCELLED,62945.62
PO000847,S00362,11-06-2024,EUR,CLOSED,261161.63
PO000848,S00274,08-03-2025,INR,APPROVED,304087.14
PO000849,S00056,22-01-2026,,CREATED,239249.81
PO000850,S00359,08-12-2024,,CLOSED,210662.07
PO000851,S00441,08-10-2024,EUR,CLOSED,260322.57
PO000852,S00326,07-04-2024,EUR,APPROVED,305216.44
PO000853,S00260,03-04-2025,,CANCELLED,243714.75
PO000854,S00094,26-06-2024,,APPROVED,352836.47
PO000855,S00101,03-04-2025,USD,CREATED,7113.33
PO000856,S00327,30-03-2025,USD,APPROVED,398780
PO000857,S00217,26-08-2025,GBP,CREATED,163565.09
PO000858,S00292,20-08-2025,INR,CREATED,318512.25
PO000859,S00360,25-01-2025,EUR,CLOSED,394048.73
PO000860,S00161,29-12-2025,EUR,CLOSED,382351.46
PO000861,S00059,09-12-2025,EUR,CLOSED,195004.91
PO000862,S00297,19-04-2025,,CREATED,415181.6
PO000863,S00101,09-01-2026,EUR,CLOSED,460751.28
PO000864,S00251,27-07-2024,GBP,CREATED,321054.37
PO000865,S00252,03-11-2024,INR,CANCELLED,445489.46
PO000866,S00280,06-08-2025,EUR,CANCELLED,390914.46
PO000867,S00216,16-01-2026,USD,CLOSED,280296.03
PO000868,S00354,15-04-2025,EUR,CREATED,100172.55
PO000869,S00357,09-02-2024,EUR,CLOSED,28437.59
PO000870,S00078,16-06-2024,EUR,CREATED,166271.97
PO000871,S00196,04-06-2024,,APPROVED,283345.73
PO000872,S00203,18-12-2025,INR,CREATED,431619.81
PO000873,S00391,23-01-2026,EUR,CLOSED,353469.21
PO000874,S00143,19-10-2024,GBP,CREATED,246012.49
PO000875,S00124,28-05-2024,EUR,CANCELLED,413876.02
PO000876,S00158,19-11-2024,INR,CLOSED,83381.44
PO000877,S00195,27-12-2024,USD,APPROVED,456243.69
PO000878,S00232,19-04-2024,,CREATED,398507.77
PO000879,S00470,18-11-2025,,APPROVED,91056.9
PO000880,S00479,29-12-2024,GBP,CLOSED,386644.27
PO000881,S00075,23-08-2024,USD,APPROVED,98619.49
PO000882,S00019,22-01-2026,GBP,CANCELLED,355407.08
PO000883,S00273,30-11-2025,USD,CREATED,152045.57
PO000884,S00023,14-09-2024,,CREATED,163311.33
PO000885,S00462,30-09-2025,USD,CREATED,257891.74
PO000886,S00344,12-04-2025,EUR,CREATED,286667.72
PO000887,S00163,11-12-2024,INR,CLOSED,96280.53
PO000888,S00150,01-04-2024,EUR,CLOSED,385257.48
PO000889,S00350,18-10-2025,USD,CLOSED,70406.97
PO000890,S00144,15-08-2025,USD,CREATED,478940.52
PO000891,S00292,26-11-2025,,CREATED,99321.58
PO000892,S00183,12-06-2024,,CLOSED,131881.31
PO000893,S00489,13-04-2024,EUR,APPROVED,81493.86
PO000894,S00163,15-07-2025,,CLOSED,267991.44
PO000895,S00026,28-05-2024,INR,CREATED,232721.47
PO000896,S00352,17-05-2024,USD,CREATED,188717.82
PO000897,S00045,14-11-2025,GBP,CANCELLED,85386.41
PO000898,S00311,01-09-2024,,CANCELLED,306239.25
PO000899,S00163,28-07-2024,EUR,APPROVED,355013.84
PO000900,S00350,02-08-2024,,CREATED,486709.35
PO000901,S00393,12-09-2025,GBP,APPROVED,41922.67
PO000902,S00417,13-08-2024,GBP,CREATED,225070.01
PO000903,S00357,07-05-2025,GBP,CANCELLED,112005.58
PO000904,S00117,13-10-2024,INR,CLOSED,455995.11
PO000905,S00204,27-07-2025,INR,CLOSED,393333.25
PO000906,S00458,28-08-2024,EUR,CANCELLED,241190.9
PO000907,S00034,23-05-2025,GBP,CREATED,172477.61
PO000908,S00242,27-03-2025,INR,CLOSED,382810.46
PO000909,S00315,19-05-2024,,APPROVED,251514.58
PO000910,S00211,31-03-2024,USD,CLOSED,275855.68
PO000911,S00037,22-07-2025,EUR,CANCELLED,197412.32
PO000912,S00216,15-10-2025,INR,APPROVED,271714.25
PO000913,S00252,30-09-2025,GBP,CREATED,167060.65
PO000914,S00423,26-01-2024,,CANCELLED,391078.56
PO000915,S00227,16-10-2024,,CLOSED,269986.07
PO000916,S00123,21-07-2025,INR,CREATED,368380.36
PO000917,S00371,02-09-2025,,CANCELLED,52733.04
PO000918,S00311,28-07-2024,GBP,CLOSED,275319.29
PO000919,S00427,14-07-2025,GBP,APPROVED,150558.04
PO000920,S00211,30-09-2025,USD,CREATED,341181.88
PO000921,S00311,08-11-2024,GBP,CLOSED,244619.05
PO000922,S00345,09-03-2025,USD,CREATED,104893.95
PO000923,S00073,30-07-2025,,CREATED,377324.25
PO000924,S00345,22-04-2025,INR,CANCELLED,263284.19
PO000925,S00203,12-10-2024,,CANCELLED,93811.64
PO000926,S00355,25-11-2024,EUR,CLOSED,282989.59
PO000927,S00474,28-07-2024,EUR,CANCELLED,357484.57
PO000928,S00475,27-06-2025,EUR,CREATED,289277.12
PO000929,S00319,20-05-2024,,CANCELLED,423056.56
PO000930,S00443,11-02-2024,EUR,CREATED,181457.56
PO000931,S00287,05-01-2025,USD,CREATED,350193.83
PO000932,S00427,01-02-2024,EUR,CREATED,429930.16
