invoice_id,supplier_id,po_id,invoice_date,invoice_amount,invoice_status
INV001049,S00346,PO001625,11-11-2025,69157.85,VALIDATED
INV001050,S00110,PO002463,11-06-2024,210957.83,PAID
INV001051,S00191,PO002612,24-07-2024,552319.48,PAID
INV001052,S00377,PO002340,20-04-2025,466967.34,VALIDATED
INV001053,S00231,PO000708,18-07-2025,503318.64,RECEIVED
INV001054,S00428,PO001693,06-07-2024,476383.44,REJECTED
INV001055,S00333,PO002733,30-04-2025,130644.1,
INV001056,S00500,PO002771,14-10-2025,276516.34,RECEIVED
INV001057,S00126,PO002505,29-09-2025,367121.72,VALIDATED
INV001058,S00133,PO001640,25-12-2024,335584.59,VALIDATED
INV001059,S00027,PO002927,20-08-2025,287326.31,VALIDATED
INV001060,S00294,PO000475,30-09-2025,490040.14,RECEIVED
INV001061,S00396,PO002701,07-06-2024,469898.57,
INV001062,S00494,PO000780,28-06-2024,329403.06,VALIDATED
INV001063,S00270,PO002802,11-09-2025,338659.36,RECEIVED
INV001064,S00267,PO002955,01-11-2024,126460.33,PAID
INV001065,S00007,PO001813,03-04-2025,141738.11,
INV001066,S00159,PO002180,28-01-2024,383137.71,PAID
INV001067,S00177,PO000045,16-04-2024,217947.95,REJECTED
INV001068,S00266,PO000488,15-09-2024,207431.41,RECEIVED
INV001069,S00138,PO001698,19-09-2024,79867.39,
INV001070,S00174,PO001620,11-06-2024,461734.73,REJECTED
INV001071,S00084,PO000293,21-02-2024,281687.45,REJECTED
INV001072,S00481,PO000664,17-02-2025,404948.8,VALIDATED
INV001073,S00162,PO000943,26-12-2025,490812.93,RECEIVED
INV001074,S00498,PO001250,27-03-2025,161478.06,PAID
INV001075,S00213,PO001438,25-11-2024,49970.06,PAID
INV001076,S00309,PO002468,11-01-2025,271435.03,VALIDATED
INV001077,S00339,PO000144,24-12-2025,41813.78,PAID
INV001078,S00201,PO000871,24-04-2025,146467.23,PAID
INV001079,S00168,PO001329,24-05-2024,170350.95,RECEIVED
INV001080,S00046,PO000513,10-08-2025,393264.05,VALIDATED
INV001081,S00038,PO002528,10-01-2025,584467.2,
INV001082,S00338,PO002060,24-12-2024,178152.99,RECEIVED
INV001083,S00106,PO000324,13-03-2024,76885.48,RECEIVED
INV001084,S00499,PO001466,30-12-2024,525597.98,VALIDATED
INV001085,S00029,PO002268,03-02-2024,344357.21,
INV001086,S00371,PO000960,16-03-2024,14280.48,
INV001087,S00366,PO000623,14-10-2025,392233.68,VALIDATED
INV001088,S00079,PO002918,07-11-2025,23749.38,PAID
INV001089,S00456,PO000283,31-10-2024,485647.56,REJECTED
INV001090,S00212,PO002426,15-01-2026,263200.75,REJECTED
INV001091,S00452,PO002173,15-09-2024,120793.3,
INV001092,S00083,PO002264,30-06-2024,98780.62,REJECTED
INV001093,S00234,PO001186,09-12-2025,36219.07,RECEIVED
INV001094,S00348,PO000030,10-12-2025,359002.02,REJECTED
INV001095,S00255,PO000907,05-03-2024,196645.41,PAID
INV001096,S00303,PO002698,04-12-2024,245704.29,PAID
INV001097,S00347,PO002449,23-07-2025,210022.9,RECEIVED
INV001098,S00381,PO000473,29-07-2025,84672.19,VALIDATED
INV001099,S00190,PO001362,02-12-2024,549972.09,RECEIVED
INV001100,S00062,PO000663,02-12-2024,202859.86,PAID
INV001101,S00357,PO000814,16-10-2025,258990.94,PAID
INV001102,S00203,PO001760,17-05-2024,348891.56,REJECTED
INV001103,S00032,PO001746,23-08-2024,285342.11,PAID
INV001104,S00475,PO001781,15-04-2024,179065.42,RECEIVED
INV001105,S00109,PO002580,30-07-2025,51783.32,
INV001106,S00091,PO000752,09-01-2026,71712.67,
INV001107,S00379,PO001067,19-09-2025,545839.21,PAID
INV001108,S00494,PO002859,11-01-2025,296269.25,RECEIVED
INV001109,S00462,PO001422,27-04-2024,224987.33,VALIDATED
INV001110,S00085,PO000413,11-04-2024,237989.55,
INV001111,S00436,PO001329,06-03-2025,527536.13,PAID
INV001112,S00166,PO000004,21-01-2026,92478.37,
INV001113,S00149,PO001505,17-07-2024,8246.18,
INV001114,S00424,PO000855,18-09-2024,436360.77,RECEIVED
INV001115,S00242,PO000652,02-12-2025,89277.61,
INV001116,S00263,PO001155,16-09-2024,469026.54,
INV001117,S00104,PO002376,25-05-2025,89868.46,
INV001118,S00331,PO002290,03-11-2025,438510.1,REJECTED
INV001119,S00455,PO001590,12-01-2025,303263.5,
INV001120,S00008,PO000402,30-11-2025,18685.3,PAID
INV001121,S00488,PO002965,04-03-2025,108015.04,PAID
INV001122,S00149,PO001277,18-08-2025,440555.86,RECEIVED
INV001123,S00164,PO000716,18-11-2025,396145.33,REJECTED
INV001124,S00053,PO001043,23-06-2024,520880.77,RECEIVED
INV001125,S00226,PO000957,15-01-2025,391565.12,RECEIVED
INV001126,S00241,PO002614,27-12-2024,97119.78,PAID
INV001127,S00368,PO000571,22-07-2025,537658.03,RECEIVED
INV001128,S00454,PO002699,08-08-2024,531927.62,PAID
INV001129,S00028,PO000751,22-10-2025,389899.46,PAID
INV001130,S00418,PO000020,03-03-2024,531921.79,REJECTED
INV001131,S00297,PO002514,02-05-2025,597457.59,
INV001132,S00472,PO001814,11-02-2025,284211.56,
INV001133,S00268,PO000342,22-05-2025,28289.83,PAID
INV001134,S00266,PO001514,10-09-2024,351418.95,PAID
INV001135,S00402,PO002448,20-05-2024,14837.02,PAID
INV001136,S00449,PO001087,19-08-2024,102394.96,PAID
INV001137,S00290,PO001832,01-04-2025,313628.06,RECEIVED
INV001138,S00161,PO000430,03-07-2025,460628,REJECTED
INV001139,S00054,PO001067,11-08-2025,3808.52,
INV001140,S00447,PO002123,03-01-2026,277769.2,
INV001141,S00395,PO001431,21-10-2024,508261.41,RECEIVED
INV001142,S00169,PO002860,08-07-2024,564719.49,
INV001143,S00307,PO000658,30-01-2024,80280.53,RECEIVED
INV001144,S00485,PO002646,10-04-2024,119717.33,
INV001145,S00018,PO002575,27-03-2024,37839.7,
INV001146,S00274,PO001155,15-08-2025,404579.45,PAID
INV001147,S00364,PO001957,02-02-2025,508070.87,VALIDATED
INV001148,S00120,PO000047,24-02-2025,468418.45,
INV001149,S00162,PO001929,11-06-2025,464682.48,
INV001150,S00052,PO001249,29-09-2025,61485,PAID
INV001151,S00342,PO002362,12-06-2024,111583.39,
INV001152,S00158,PO000568,20-12-2025,280361.11,REJECTED
INV001153,S00257,PO001871,19-08-2025,166898.04,REJECTED
INV001154,S00176,PO000992,19-11-2025,467168.22,PAID
INV001155,S00476,PO001672,26-04-2025,440991.03,REJECTED
INV001156,S00290,PO001408,31-05-2025,496389.27,VALIDATED
INV001157,S00357,PO001816,21-10-2025,60797.63,PAID
INV001158,S00124,PO001627,11-04-2025,40838.59,RECEIVED
INV001159,S00049,PO001659,29-06-2024,483071.18,PAID
INV001160,S00306,PO001522,13-02-2025,594343.62,VALIDATED
INV001161,S00163,PO000291,01-01-2025,543331.9,RECEIVED
INV001162,S00225,PO002139,09-07-2025,296355.92,REJECTED
INV001163,S00286,PO000672,12-03-2024,188704.31,VALIDATED
INV001164,S00143,PO002999,24-07-2024,443769.6,VALIDATED
INV001165,S00170,PO000360,16-03-2024,6040.94,RECEIVED
INV001166,S00014,PO000679,02-06-2024,394814.63,
INV001167,S00273,PO000832,03-02-2024,416175.87,PAID
INV001168,S00298,PO002732,22-08-2024,463884.71,PAID
INV001169,S00040,PO000219,28-05-2025,50902.95,VALIDATED
INV001170,S00024,PO000335,19-06-2024,388169,PAID
INV001171,S00245,PO001058,28-08-2024,420161.32,RECEIVED
INV001172,S00164,PO002813,15-05-2025,285044.81,REJECTED
INV001173,S00050,PO002409,02-05-2025,521896.87,PAID
INV001174,S00460,PO000531,19-05-2025,113291.28,
INV001175,S00029,PO000763,08-04-2025,443356.86,VALIDATED
INV001176,S00134,PO001320,11-02-2025,482199.93,
INV001177,S00080,PO001076,09-11-2024,513504.69,REJECTED
INV001178,S00390,PO000036,14-04-2024,305354.61,RECEIVED
INV001179,S00390,PO002041,21-09-2024,25919.95,VALIDATED
INV001180,S00242,PO002120,21-09-2024,386255,PAID
INV001181,S00234,PO001103,17-03-2025,439352.44,REJECTED
INV001182,S00362,PO001181,10-08-2024,98150.43,PAID
INV001183,S00093,PO002773,21-11-2025,185754.01,REJECTED
INV001184,S00032,PO000706,02-01-2025,231702.62,RECEIVED
INV001185,S00329,PO001305,21-05-2024,494336.23,PAID
INV001186,S00208,PO001662,08-02-2024,261823.75,VALIDATED
INV001187,S00478,PO000007,15-09-2025,290274.73,VALIDATED
INV001188,S00298,PO001881,05-05-2025,89474.98,VALIDATED
INV001189,S00365,PO000476,21-01-2026,432101.4,
INV001190,S00338,PO001793,12-08-2024,585811.2,
INV001191,S00457,PO001681,22-06-2025,565203.25,VALIDATED
INV001192,S00108,PO001240,09-10-2025,452943.39,PAID
INV001193,S00183,PO000945,23-08-2024,349301.31,PAID
INV001194,S00454,PO000192,21-04-2024,329362.71,
INV001195,S00464,PO002680,17-03-2024,12216.7,VALIDATED
INV001196,S00495,PO002104,06-12-2024,431576.83,PAID
INV001197,S00203,PO002870,07-06-2024,514205.26,
INV001198,S00024,PO000567,20-08-2024,334274.79,PAID
INV001199,S00001,PO000630,11-03-2024,270441.34,VALIDATED
INV001200,S00219,PO002836,16-04-2025,79127.06,REJECTED
INV001201,S00288,PO002940,23-12-2025,544916.1,
INV001202,S00466,PO001213,13-06-2025,65275.43,PAID
INV001203,S00420,PO001876,14-07-2025,359679.9,PAID
INV001204,S00150,PO001867,14-04-2024,195762.39,PAID
INV001205,S00123,PO002010,16-07-2025,379788.67,VALIDATED
INV001206,S00209,PO002614,01-12-2024,10737.18,REJECTED
INV001207,S00011,PO002212,02-08-2025,462165.03,VALIDATED
INV001208,S00130,PO002800,06-02-2024,310545.36,RECEIVED
INV001209,S00498,PO002798,15-07-2025,9768.14,VALIDATED
INV001210,S00310,PO001936,11-04-2025,321800.59,REJECTED
INV001211,S00333,PO001974,23-08-2025,438448.9,
INV001212,S00073,PO002564,01-03-2025,160857.89,PAID
INV001213,S00330,PO001285,24-02-2025,121518.4,
INV001214,S00077,PO000612,26-06-2025,108589.84,VALIDATED
INV001215,S00063,PO000524,03-09-2025,308412.98,RECEIVED
INV001216,S00208,PO002554,23-09-2024,12527.2,PAID
INV001217,S00426,PO002198,20-09-2024,491567.77,VALIDATED
INV001218,S00374,PO000613,17-06-2024,136587.11,REJECTED
INV001219,S00075,PO000924,29-05-2025,182981.99,VALIDATED
INV001220,S00141,PO000293,01-01-2025,539168.16,REJECTED
INV001221,S00442,PO000238,14-01-2025,309450.44,
INV001222,S00274,PO002639,11-07-2025,400493.25,PAID
INV001223,S00394,PO002226,13-11-2025,350464.52,
INV001224,S00142,PO002220,07-06-2025,562570.07,VALIDATED
INV001225,S00350,PO000673,14-06-2025,128768.63,VALIDATED
INV001226,S00066,PO000723,13-03-2025,301267.38,PAID
INV001227,S00222,PO001619,09-02-2024,71676.9,
INV001228,S00296,PO001822,04-11-2024,48649.65,
INV001229,S00369,PO000385,12-12-2025,459651.14,REJECTED
INV001230,S00102,PO000601,25-03-2024,562011.69,RECEIVED
INV001231,S00125,PO002635,31-05-2025,136065.76,PAID
INV001232,S00373,PO002790,25-09-2025,513264.81,RECEIVED
INV001233,S00405,PO001065,16-07-2024,206843.81,PAID
INV001234,S00429,PO001237,02-04-2025,154413.15,VALIDATED
INV001235,S00081,PO001959,18-06-2025,16732.24,RECEIVED
INV001236,S00454,PO001082,17-04-2025,594318.62,
INV001237,S00477,PO002791,30-10-2025,382207.76,REJECTED
INV001238,S00417,PO001079,06-09-2024,463363.01,VALIDATED
INV001239,S00472,PO000718,28-02-2024,394576.88,
INV001240,S00356,PO001854,01-04-2024,120384.05,VALIDATED
INV001241,S00257,PO001037,17-02-2025,309066.13,PAID
INV001242,S00338,PO000214,30-09-2025,314795.17,REJECTED
INV001243,S00436,PO001102,06-11-2024,507966.03,VALIDATED
INV001244,S00382,PO000207,06-10-2025,451056.1,RECEIVED
INV001245,S00208,PO002699,03-07-2024,2658.77,
INV001246,S00129,PO000009,05-08-2025,383435.71,REJECTED
INV001247,S00255,PO000997,20-06-2024,572955.15,REJECTED
INV001248,S00253,PO001489,02-01-2026,572579.49,PAID
INV001249,S00303,PO002126,30-12-2024,265059.22,REJECTED
INV001250,S00495,PO000384,31-12-2025,436315.87,PAID
INV001251,S00245,PO000960,20-01-2026,135771.24,PAID
INV001252,S00116,PO002055,31-03-2024,127123.1,
INV001253,S00020,PO000756,18-08-2025,147987.13,
INV001254,S00475,PO001193,18-05-2025,468797.01,RECEIVED
INV001255,S00171,PO001790,13-07-2025,356485.75,PAID
INV001256,S00354,PO001879,18-11-2025,227889.43,RECEIVED
INV001257,S00494,PO002507,12-05-2024,101261.46,
INV001258,S00063,PO000629,12-03-2025,445881.23,RECEIVED
INV001259,S00242,PO002481,12-09-2025,379190.71,VALIDATED
INV001260,S00147,PO002216,29-07-2025,21587.21,
INV001261,S00415,PO002514,07-12-2024,211904.44,VALIDATED
INV001262,S00137,PO002692,29-12-2024,79698.74,REJECTED
INV001263,S00171,PO001748,31-10-2024,69505.06,REJECTED
INV001264,S00373,PO001006,09-11-2024,538774.14,REJECTED
INV001265,S00079,PO000223,31-07-2024,47322.24,RECEIVED
INV001266,S00033,PO000461,29-01-2024,267724.81,PAID
INV001267,S00174,PO002841,25-05-2024,234873.07,REJECTED
INV001268,S00453,PO001206,17-10-2024,287950.07,PAID
INV001269,S00058,PO000177,08-01-2025,533950.69,REJECTED
INV001270,S00373,PO001244,25-01-2025,519899.7,PAID
INV001271,S00361,PO002478,04-06-2024,473705.38,
INV001272,S00294,PO000174,31-07-2024,471293.97,REJECTED
INV001273,S00492,PO000510,10-07-2024,420595.33,REJECTED
INV001274,S00328,PO002014,12-10-2025,311619.67,
INV001275,S00027,PO000963,18-05-2024,10888.49,VALIDATED
INV001276,S00150,PO002358,08-11-2024,509246.18,VALIDATED
INV001277,S00352,PO002771,01-06-2024,438262.12,RECEIVED
INV001278,S00292,PO000879,15-11-2024,134613.52,RECEIVED
INV001279,S00466,PO002185,04-12-2024,287889.65,RECEIVED
INV001280,S00406,PO001312,28-11-2024,424114.79,RECEIVED
INV001281,S00421,PO000803,11-06-2024,370216.81,VALIDATED
INV001282,S00029,PO000942,19-01-2025,305731.52,RECEIVED
INV001283,S00099,PO001513,27-02-2024,161683.72,RECEIVED
INV001284,S00430,PO001022,09-06-2024,264613.49,VALIDATED
INV001285,S00056,PO000619,30-05-2024,559017.53,
INV001286,S00193,PO002845,17-12-2024,17303.02,PAID
INV001287,S00288,PO002109,02-03-2024,376168.83,
INV001288,S00056,PO002525,06-05-2025,324669.48,PAID
INV001289,S00295,PO002319,04-12-2025,277479.48,VALIDATED
INV001290,S00362,PO000727,24-01-2024,385286.3,VALIDATED
INV001291,S00454,PO001971,26-09-2024,315109.74,
INV001292,S00308,PO000587,15-12-2024,544319.14,VALIDATED
INV001293,S00458,PO002870,29-03-2025,397689.12,
INV001294,S00206,PO000863,16-07-2025,524534.19,RECEIVED
INV001295,S00329,PO000160,28-06-2024,251729.73,RECEIVED
INV001296,S00145,PO001757,12-05-2024,498290.51,
INV001297,S00217,PO000805,22-05-2024,544678.65,VALIDATED
INV001298,S00283,PO000261,21-04-2025,510961.11,
INV001299,S00035,PO002341,30-06-2024,452736.02,
INV001300,S00205,PO001965,12-10-2025,23439.77,REJECTED
INV001301,S00364,PO002509,28-07-2025,569386.68,REJECTED
INV001302,S00440,PO001051,05-03-2025,163539.43,PAID
INV001303,S00306,PO000264,03-04-2024,72000.31,PAID
INV001304,S00042,PO000174,16-08-2024,63474.46,PAID
INV001305,S00349,PO000682,29-07-2024,264210.86,VALIDATED
INV001306,S00169,PO001370,12-12-2024,532719.53,VALIDATED
INV001307,S00008,PO000420,03-12-2024,595134.18,RECEIVED
INV001308,S00275,PO002025,22-09-2025,81342.94,
INV001309,S00158,PO000719,09-11-2024,512565.47,RECEIVED
INV001310,S00069,PO000661,22-03-2024,384390.89,REJECTED
INV001311,S00481,PO000737,11-07-2024,290876.9,PAID
INV001312,S00083,PO000470,23-09-2024,412347.59,VALIDATED
INV001313,S00255,PO002989,05-03-2025,582688.6,VALIDATED
INV001314,S00126,PO000283,22-10-2025,519168.82,PAID
INV001315,S00116,PO001177,18-11-2024,40672.99,REJECTED
INV001316,S00200,PO000958,26-08-2024,325283.85,REJECTED
INV001317,S00242,PO001799,28-10-2024,454255.69,
INV001318,S00229,PO000541,09-12-2024,279074.31,REJECTED
INV001319,S00057,PO002677,05-08-2024,343099.12,PAID
INV001320,S00212,PO000109,03-07-2024,211522.92,PAID
INV001321,S00494,PO001615,16-07-2025,551124.14,PAID
INV001322,S00333,PO001804,28-04-2025,171862.78,RECEIVED
INV001323,S00320,PO001561,18-11-2025,475436.11,VALIDATED
INV001324,S00135,PO002829,13-05-2024,388040.77,REJECTED
INV001325,S00407,PO002563,09-12-2024,357277.52,REJECTED
INV001326,S00049,PO001750,10-11-2025,417021.13,REJECTED
INV001327,S00410,PO000649,19-08-2025,368549.05,
INV001328,S00048,PO002038,19-01-2026,288172.52,VALIDATED
INV001329,S00203,PO000080,25-09-2025,195382.54,
INV001330,S00002,PO002228,13-05-2024,545972.3,RECEIVED
INV001331,S00407,PO000053,01-08-2025,14001.54,REJECTED
INV001332,S00442,PO002880,05-05-2025,282533.45,VALIDATED
INV001333,S00456,PO000479,30-10-2024,595196.52,
INV001334,S00432,PO000641,01-08-2024,439468.8,VALIDATED
INV001335,S00250,PO002619,10-05-2025,150085.59,
INV001336,S00282,PO001986,14-01-2025,407317.8,RECEIVED
INV001337,S00108,PO000752,21-01-2025,111581.93,RECEIVED
INV001338,S00382,PO002111,03-09-2024,53074.05,VALIDATED
INV001339,S00121,PO002560,21-11-2024,404432.79,VALIDATED
INV001340,S00249,PO001058,27-05-2025,389077.75,PAID
INV001341,S00138,PO002703,23-05-2024,416145.28,PAID
INV001342,S00400,PO001160,18-06-2025,547309.38,VALIDATED
INV001343,S00232,PO002125,10-10-2024,548187.64,
INV001344,S00435,PO000716,21-06-2025,174099.74,REJECTED
INV001345,S00425,PO002773,07-07-2024,437339.52,REJECTED
INV001346,S00479,PO000311,03-02-2025,273361.98,RECEIVED
INV001347,S00212,PO001606,26-03-2025,334832.72,REJECTED
INV001348,S00297,PO002367,21-01-2025,447417.36,VALIDATED
INV001349,S00451,PO000024,03-03-2025,408621.25,REJECTED
INV001350,S00063,PO000896,18-01-2025,283430.66,
INV001351,S00278,PO000678,26-04-2025,114642.97,REJECTED
INV001352,S00044,PO002298,26-10-2024,78547.43,
INV001353,S00445,PO000837,30-03-2025,547184.83,
INV001354,S00258,PO002121,29-07-2025,515731.33,REJECTED
INV001355,S00294,PO000120,08-02-2024,360064.88,VALIDATED
INV001356,S00262,PO000315,01-12-2024,105707.48,RECEIVED
INV001357,S00489,PO000661,10-09-2024,538969.13,VALIDATED
INV001358,S00165,PO002928,16-10-2025,472680.97,RECEIVED
INV001359,S00191,PO001780,29-12-2025,286953.66,RECEIVED
INV001360,S00090,PO001593,01-09-2024,102816.98,PAID
INV001361,S00394,PO000419,24-08-2024,364701.38,VALIDATED
INV001362,S00166,PO001718,14-01-2025,78319.7,
INV001363,S00449,PO001181,19-12-2024,174365.31,REJECTED
INV001364,S00351,PO000751,04-07-2024,478526.7,VALIDATED
INV001365,S00459,PO002049,21-06-2024,152484.81,RECEIVED
INV001366,S00450,PO000688,24-04-2024,212901.47,VALIDATED
INV001367,S00030,PO000177,13-06-2024,159225.91,VALIDATED
INV001368,S00024,PO002305,02-06-2025,588154.36,
INV001369,S00082,PO002050,18-07-2025,457152.02,RECEIVED
INV001370,S00080,PO001195,05-03-2024,288883.63,
INV001371,S00207,PO002698,28-12-2024,251344.9,REJECTED
INV001372,S00268,PO000845,25-11-2025,15603.08,RECEIVED
INV001373,S00256,PO000695,18-02-2025,358043.82,PAID
INV001374,S00026,PO002520,09-04-2024,365640.39,REJECTED
INV001375,S00183,PO000330,27-07-2025,127871.5,REJECTED
INV001376,S00460,PO002795,04-01-2026,321022.54,PAID
INV001377,S00277,PO000461,23-07-2025,181844.54,RECEIVED
INV001378,S00372,PO002440,31-07-2025,441768.37,REJECTED
INV001379,S00294,PO002518,06-11-2025,514882.2,RECEIVED
INV001380,S00290,PO001191,20-03-2024,487891.54,RECEIVED
INV001381,S00326,PO000629,16-04-2024,1718.56,PAID
INV001382,S00324,PO001748,30-04-2025,210164.81,
INV001383,S00176,PO000374,18-11-2025,543962.58,PAID
INV001384,S00021,PO001529,03-10-2024,561676.57,
INV001385,S00152,PO002800,22-01-2025,208191.09,
INV001386,S00440,PO000877,03-04-2025,416405.87,RECEIVED
INV001387,S00486,PO000407,23-06-2024,28205.41,REJECTED
INV001388,S00190,PO000716,18-08-2025,329279.08,
INV001389,S00322,PO001941,12-02-2024,98754.9,PAID
INV001390,S00247,PO002985,16-11-2024,395105.2,PAID
INV001391,S00025,PO000528,07-04-2025,545540.04,PAID
INV001392,S00321,PO001018,04-07-2024,536645.28,RECEIVED
INV001393,S00345,PO000642,15-09-2024,531683.15,VALIDATED
INV001394,S00498,PO001946,20-12-2025,101245.24,PAID
INV001395,S00457,PO001170,04-06-2025,406469.55,
INV001396,S00421,PO001499,07-03-2024,557559.15,RECEIVED
INV001397,S00129,PO002790,04-11-2025,8015.65,
INV001398,S00166,PO002236,11-06-2024,79507.27,PAID
INV001399,S00407,PO001753,01-09-2024,281648.42,REJECTED
INV001400,S00078,PO000974,19-06-2024,371240.56,REJECTED
INV001401,S00348,PO001987,23-12-2024,312096.93,
INV001402,S00006,PO001818,16-05-2025,191604.63,RECEIVED
INV001403,S00212,PO000826,27-09-2025,326084.08,REJECTED
INV001404,S00223,PO000742,18-12-2024,242604.47,REJECTED
INV001405,S00324,PO001225,09-06-2024,7814,
INV001406,S00435,PO000158,26-08-2025,275391.36,REJECTED
INV001407,S00375,PO000558,12-02-2025,101896.84,RECEIVED
INV001408,S00261,PO001599,01-03-2024,164533.49,RECEIVED
INV001409,S00114,PO001639,05-01-2026,41351.1,PAID
INV001410,S00159,PO001028,02-11-2025,15227.2,VALIDATED
INV001411,S00310,PO000328,25-09-2025,547717.88,
INV001412,S00189,PO001567,24-09-2024,199723.49,PAID
INV001413,S00389,PO002141,07-04-2024,168465.96,PAID
INV001414,S00037,PO002619,09-02-2025,162773,VALIDATED
INV001415,S00420,PO000520,25-11-2025,322645.79,PAID
INV001416,S00372,PO001645,04-08-2024,20367.33,VALIDATED
INV001417,S00071,PO002431,06-01-2025,140460.24,PAID
INV001418,S00469,PO000263,26-07-2024,49204.74,REJECTED
INV001419,S00402,PO001230,05-05-2025,526888.1,
INV001420,S00331,PO001664,10-12-2025,113630.23,
INV001421,S00127,PO002214,03-10-2024,441160.61,PAID
INV001422,S00281,PO001038,28-10-2024,234998.37,RECEIVED
INV001423,S00248,PO000025,08-07-2024,396668.71,PAID
INV001424,S00120,PO001382,10-08-2025,402340.29,RECEIVED
INV001425,S00255,PO001535,23-07-2025,363739.14,RECEIVED
INV001426,S00229,PO000658,08-03-2024,253254,RECEIVED
INV001427,S00457,PO000137,17-11-2024,324671.02,PAID
INV001428,S00171,PO001627,04-01-2025,120589.1,RECEIVED
INV001429,S00393,PO001028,20-09-2024,268114.05,
INV001430,S00207,PO000426,27-10-2025,459871.29,REJECTED
INV001431,S00175,PO000206,07-07-2024,316540.86,
INV001432,S00315,PO001993,27-01-2025,216096.88,PAID
INV001433,S00264,PO001311,06-10-2025,116711.32,REJECTED
INV001434,S00308,PO002463,29-11-2025,399998.14,
INV001435,S00484,PO002096,15-01-2026,503480.68,REJECTED
INV001436,S00371,PO001718,16-10-2024,308980.62,RECEIVED
INV001437,S00326,PO001658,01-12-2025,198018.2,RECEIVED
INV001438,S00300,PO002250,01-11-2024,574586.51,
INV001439,S00289,PO001825,09-11-2025,171498.87,PAID
INV001440,S00368,PO001945,22-07-2025,116484.54,VALIDATED
INV001441,S00043,PO001945,20-12-2025,384269.51,
INV001442,S00398,PO001323,30-07-2024,176023.93,REJECTED
INV001443,S00150,PO001954,03-07-2025,554200.77,REJECTED
INV001444,S00012,PO001626,14-02-2025,23794.82,PAID
INV001445,S00384,PO001390,17-03-2024,331269.19,
INV001446,S00349,PO000782,03-10-2024,187237.2,PAID
INV001447,S00448,PO001697,07-09-2025,170146.34,VALIDATED
INV001448,S00482,PO000683,13-03-2025,512124.5,PAID
INV001449,S00161,PO000338,05-05-2024,584468.02,RECEIVED
INV001450,S00378,PO001318,30-10-2025,255472.56,VALIDATED
INV001451,S00248,PO001860,16-02-2024,30759.91,RECEIVED
INV001452,S00483,PO002632,09-08-2024,206569.56,REJECTED
INV001453,S00084,PO001597,05-06-2025,240571.76,
INV001454,S00295,PO002203,06-02-2024,48763.5,RECEIVED
INV001455,S00427,PO001506,26-01-2024,75470.87,
INV001456,S00078,PO000109,22-10-2024,27052.5,PAID
INV001457,S00133,PO001631,15-04-2024,142896.31,RECEIVED
INV001458,S00221,PO002946,27-10-2025,457015.78,PAID
INV001459,S00484,PO002922,22-01-2025,555733.54,RECEIVED
INV001460,S00208,PO002811,25-06-2024,241099.2,PAID
INV001461,S00294,PO000824,23-06-2024,517248.24,VALIDATED
INV001462,S00254,PO001372,24-05-2025,197366.84,
INV001463,S00109,PO002111,25-11-2025,312428.5,VALIDATED
INV001464,S00119,PO002679,14-07-2025,53338.68,
INV001465,S00130,PO002666,13-04-2024,92800.3,PAID
INV001466,S00267,PO001330,07-01-2025,558628.31,VALIDATED
INV001467,S00262,PO002582,22-04-2024,104314.6,RECEIVED
INV001468,S00488,PO001614,09-11-2024,257781.99,PAID
INV001469,S00108,PO001060,20-02-2024,299997.8,REJECTED
INV001470,S00476,PO002859,27-08-2025,461323.08,RECEIVED
INV001471,S00296,PO000088,19-07-2024,12865.06,
INV001472,S00484,PO000338,23-04-2024,72.17,RECEIVED
INV001473,S00107,PO000688,08-02-2024,448503.53,REJECTED
INV001474,S00213,PO000369,04-09-2024,279896.54,RECEIVED
INV001475,S00266,PO002939,06-05-2024,306861.62,REJECTED
INV001476,S00414,PO001052,13-08-2025,185064.41,
INV001477,S00477,PO002885,07-02-2025,348208.88,RECEIVED
INV001478,S00204,PO000589,13-05-2025,572035.19,REJECTED
INV001479,S00405,PO001696,25-12-2025,207411.74,VALIDATED
INV001480,S00449,PO003000,01-10-2024,365348.25,PAID
INV001481,S00485,PO000663,26-01-2025,212681.67,RECEIVED
INV001482,S00080,PO000546,26-09-2025,487790.75,
INV001483,S00060,PO001481,27-02-2024,573980.63,PAID
INV001484,S00105,PO001870,27-11-2024,196618.09,
INV001485,S00463,PO000641,09-08-2025,585723.94,RECEIVED
INV001486,S00498,PO002427,18-09-2025,278398.16,REJECTED
INV001487,S00388,PO001616,02-02-2025,544829.1,REJECTED
INV001488,S00087,PO001183,10-04-2024,81778.54,VALIDATED
INV001489,S00110,PO002174,10-06-2025,14928.21,RECEIVED
INV001490,S00398,PO001944,28-11-2025,529625.37,RECEIVED
INV001491,S00060,PO001797,10-10-2024,276579.87,PAID
INV001492,S00161,PO001624,29-12-2024,11837.27,VALIDATED
INV001493,S00155,PO002291,29-04-2025,546102.17,PAID
INV001494,S00300,PO000480,13-12-2024,292421.48,PAID
INV001495,S00005,PO001867,20-01-2026,328560.83,VALIDATED
INV001496,S00049,PO000541,29-04-2025,576262.96,VALIDATED
INV001497,S00060,PO001307,08-02-2025,512260.95,VALIDATED
INV001498,S00143,PO002452,20-06-2025,299198.58,VALIDATED
INV001499,S00053,PO002008,30-11-2024,172031.58,RECEIVED
INV001500,S00436,PO002611,11-02-2025,132768.51,PAID
